,ProteinID,126 Vert Med,127n Vert Med,127c Vert Med,128n Vert Med,128c Vert Med,129n Vert Med,batch_p_value,null_batch_p_value,1 vs 2,i_value,BH_value,Significant?,PepPerProt
490,YDL182W,314155.5899,294222.1083,301243.4541,209727.669,227023.0211,217393.9479,0.000382379,0.348844784,0.000377852,1032,0.001290159,TRUE,4
311,YCL026C-B,129779.1353,94531.92629,129066.6114,363728.9421,379912.595,370830.7625,0.00038986,0.708826265,3.52E-05,1033,0.001314125,TRUE,3
3147,YOR252W,222753.6549,222218.5059,235109.0451,283095.5236,283510.6063,277353.7388,0.000393765,0.640163479,0.00030181,1034,0.001326005,TRUE,7
2549,YMR140W,301842.7644,295884.7632,316673.155,207258.3527,224366.464,219376.7678,0.000394667,0.370707436,0.000391654,1035,0.00132776,TRUE,1
552,YDR045C,219600.3403,222698.5872,233676.1551,277695.5323,283787.8576,285702.914,0.000397605,0.590386405,0.000311974,1036,0.001336351,TRUE,1
2629,YMR272C,220295.9665,210158.8964,209453.0998,282374.0038,305785.1594,288655.3259,0.000398477,0.700946986,0.000542109,1037,0.001337993,TRUE,3
1688,YJL019W,278381.2228,270094.461,276552.017,243139.7084,243117.3501,237577.6763,0.000398788,0.363161895,0.000415783,1038,0.001337745,TRUE,2
2262,YLR244C,299977.2328,304167.3984,281417.3051,224095.7756,227278.8926,221254.205,0.000400924,0.580567139,0.000595187,1039,0.001343616,TRUE,15
996,YER174C,224108.2263,237321.7403,225734.0401,279967.8011,278763.9618,278207.978,0.000401254,0.371486115,0.000284821,1040,0.001343431,TRUE,1
3153,YOR261C,287047.979,299952.3975,279160.826,230166.5513,228773.8339,229722.1673,0.000401344,0.693181803,0.000622027,1041,0.001342438,TRUE,12
753,YDR399W,287505.6013,279813.1524,278708.8668,230323.2395,241199.2979,234751.8265,0.000402105,0.377150024,0.000375216,1042,0.001343696,TRUE,9
330,YCL057W,275801.3632,288228.3834,276990.2996,239800.1157,234751.5411,235307.7695,0.000404235,0.71964429,0.000512646,1043,0.001349517,TRUE,15
1807,YJR014W,271477.5566,283234.7356,282727.83,236305.7661,240196.2822,237036.5141,0.000407298,0.552806441,0.000505567,1044,0.001358441,TRUE,8
2551,YMR145C,50639.03874,46312.40656,64843.09407,470636.1385,300069.4027,494628.4812,0.000408049,0.452482736,0.00392789,1045,0.001359641,TRUE,17
408,YDL053C,222184.896,210468.9937,211010.8391,279823.6869,301801.6967,291938.5192,0.000408089,0.690681858,0.000494476,1046,0.001358476,TRUE,5
1614,YIL094C,262295.135,265782.6236,266809.5417,249368.5004,250437.017,248743.1046,0.000409447,0.517581253,0.000443274,1047,0.001361696,TRUE,11
1781,YJL189W,133557.0432,152197.9379,167401.6154,318218.916,352011.437,361503.9423,0.000410314,0.539734561,0.000297774,1048,0.001363277,TRUE,1
2898,YNR034W,201102.071,223036.8326,208504.9271,294174.0059,291398.5241,296218.4905,0.000410435,0.362262409,0.000228511,1049,0.001362379,TRUE,5
1902,YKL010C,297211.9996,314572.5961,286768.1437,218513.0718,218874.67,224167.7801,0.000410556,0.696666171,0.000684131,1050,0.001361481,TRUE,6
3065,YOR112W,234868.9593,241061.0099,232562.4801,268746.8757,275067.5026,275626.1184,0.000411375,0.446050555,0.00038821,1051,0.0013629,TRUE,7
619,YDR165W,274330.5723,274995.98,269728.4796,240415.7546,247166.387,240828.5007,0.000411687,0.448199126,0.00038523,1052,0.001362638,TRUE,14
1788,YJL204C,283633.2692,284180.7819,286953.6524,225949.2225,240640.8057,232869.3685,0.000412325,0.381963028,0.000289692,1053,0.001363451,TRUE,1
1773,YJL176C,233242.909,222584.8032,233011.4101,273710.5792,281413.1727,281267.4148,0.000413298,0.715742731,0.000345182,1054,0.001365372,TRUE,9
2639,YMR289W,292685.9208,290635.6064,285900.5271,230540.4475,236375.7663,220282.6278,0.000415938,0.422312543,0.000289197,1055,0.001372793,TRUE,1
1044,YFR007W,195278.7129,204297.6416,185080.6922,291014.002,305916.3805,323933.7526,0.000419454,0.431370515,0.000526148,1056,0.001383085,TRUE,2
2620,YMR260C,192359.9472,177873.7204,184910.843,296340.3074,343375.9495,308100.3308,0.000421394,0.74011353,0.000888082,1057,0.001388167,TRUE,7
2252,YLR226W,208687.8231,226289.1058,215939.5998,294059.5009,281924.4909,290664.2299,0.000421918,0.334695201,0.000327194,1058,0.00138858,TRUE,1
1034,YFL045C,198353.5709,201007.2372,200344.4613,296432.8111,286461.0966,325598.0724,0.000423948,0.404411086,0.000941962,1059,0.001393945,TRUE,12
2112,YLL034C,261309.6114,262727.9351,262203.8071,250349.2491,251877.3569,253281.4506,0.000426945,0.57721244,0.000406678,1060,0.001402475,TRUE,12
3430,YPR114W,315330.998,303043.8069,342593.1799,203153.2069,212564.3718,197829.1528,0.000429375,0.353899497,0.000744475,1061,0.001409128,TRUE,2
1459,YHR039C,245441.4547,249055.3166,243713.5143,264833.999,263827.4129,266235.8565,0.000429584,0.343571862,0.000391669,1062,0.001408484,TRUE,12
3125,YOR215C,220599.7546,206866.6912,213709.3893,286571.9493,305272.4307,284284.3741,0.00043351,0.753631579,0.000536926,1063,0.001420022,TRUE,4
1671,YIR024C,221545.0376,203147.6405,214223.2505,294846.2931,299214.7319,283776.3633,0.000434592,0.725411674,0.00035001,1064,0.001422228,TRUE,1
3143,YOR243C,283101.411,302415.3435,285717.8497,225342.8774,232269.8786,227402.5,0.000436803,0.61496024,0.000628101,1065,0.001428121,TRUE,12
291,YBR268W,174516.466,178309.4024,202588.8479,304064.9287,320385.2808,323048.7915,0.000438178,0.60981763,0.000249411,1066,0.001431273,TRUE,1
1082,YGL012W,242249.8823,247129.7678,240429.0973,268702.3862,267515.3324,265664.5024,0.000439025,0.392654557,0.000390198,1067,0.001432695,TRUE,8
2925,YOL014W,47766.74228,50686.8477,84538.98495,412208.2975,445454.5599,399106.6442,0.000440827,0.623918614,3.90E-05,1068,0.001437227,TRUE,1
3352,YPL240C,315787.0865,340402.6535,298925.3134,201587.4271,200723.0256,211821.977,0.000443048,0.7081201,0.000826102,1069,0.001443118,TRUE,6
3196,YOR341W,238851.917,234542.0036,237835.1738,269683.9107,279191.4128,269027.2769,0.000448956,0.754612329,0.000547761,1070,0.001460995,TRUE,37
320,YCL036W,194899.3537,186998.2319,212437.2653,305021.3312,313900.414,296703.0345,0.000450862,0.704637684,0.000286779,1071,0.001465829,TRUE,2
2054,YKR037C,313098.0985,299605.3521,297921.7005,211586.995,229767.2545,211827.9403,0.000453476,0.358490378,0.00036917,1072,0.001472951,TRUE,1
849,YEL032W,274772.1387,277068.9795,272910.8894,241587.2456,245945.128,236306.343,0.000453746,0.45098457,0.000376992,1073,0.001472454,TRUE,12
2913,YNR054C,234754.8068,241409.6153,241195.32,274727.1694,269716.2106,268023.0893,0.000455157,0.432863671,0.000436112,1074,0.001475659,TRUE,2
3114,YOR197W,306604.0827,296326.819,290237.8609,217595.9882,232586.9056,217141.9073,0.00045672,0.38409868,0.000416394,1075,0.001479348,TRUE,5
1429,YHL038C,195136.2969,198060.4346,218940.6658,301142.6984,296321.1901,302688.4869,0.000458376,0.562915858,0.000242428,1076,0.001483333,TRUE,4
3186,YOR319W,235929.8174,240483.4291,236425.7637,278130.8683,268698.9572,269042.0847,0.00046016,0.377949547,0.000545795,1077,0.001487723,TRUE,2
2458,YML111W,231633.8879,231154.8708,227551.7744,269051.403,284774.267,280956.0958,0.00046096,0.615597474,0.000604761,1078,0.001488926,TRUE,5
2121,YLL050C,286570.8282,306982.8045,289826.7047,231309.7693,222058.567,221327.6166,0.000461857,0.711751571,0.000608275,1079,0.00149044,TRUE,12
702,YDR311W,302499.2038,297621.124,282111.7197,219144.0338,229759.1173,226715.8269,0.000462311,0.500909713,0.000569008,1080,0.001490524,TRUE,4
2521,YMR090W,162465.1513,152960.4898,182368.8042,305736.0755,338697.391,350660.9929,0.000463298,0.658463681,0.000488115,1081,0.001492325,TRUE,2
2675,YNL015W,187280.6608,206194.6135,197355.6729,304474.2215,289187.7387,322081.4714,0.000465662,0.339241196,0.000588936,1082,0.001498554,TRUE,3
2664,YMR323W,329865.7123,339443.1198,363625.0112,165973.4773,190929.128,196502.3645,0.000465795,0.457077204,0.000312746,1083,0.001497596,TRUE,1
1620,YIL105C,206824.0858,183953.2821,206077.1882,305863.3299,310386.3604,296758.8336,0.000468477,0.734683322,0.000243891,1084,0.00150483,TRUE,1
2962,YOL072W,216075.9624,203815.6693,222175.4022,283661.5722,299104.0066,292847.9737,0.000473456,0.742142844,0.00037573,1085,0.001519422,TRUE,1
2424,YML063W,205472.1971,187695.3224,211204.1042,309131.496,304450.1149,293207.0666,0.000475467,0.698966016,0.000290734,1086,0.001524472,TRUE,9
858,YEL044W,304442.4737,288333.0884,318583.9801,214305.3043,223722.7036,215783.2742,0.000477059,0.334182398,0.000738845,1087,0.001528169,TRUE,1
750,YDR394W,287448.7123,274245.4969,279473.2255,233904.7694,240795.2818,235741.1768,0.000477188,0.338129259,0.000561594,1088,0.001527176,TRUE,4
2051,YKR030W,204802.4724,210216.971,207493.6352,316719.3047,289262.5836,284449.169,0.000477403,0.43642345,0.000928031,1089,0.001526464,TRUE,1
300,YBR289W,291165.0305,309285.424,294395.3136,217608.6311,216091.285,231324.6623,0.000479674,0.716237759,0.000488825,1090,0.001532316,TRUE,1
359,YCR052W,242291.7078,240128.1665,240752.6855,266168.7267,274845.5128,266866.0981,0.000479772,0.728296206,0.000587864,1091,0.001531225,TRUE,6
1114,YGL057C,206888.2209,198383.4382,192667.7976,324084.0225,289018.8754,296859.658,0.000482101,0.439248798,0.000800857,1092,0.001537248,TRUE,1
25,YAL035W,276706.4896,274688.5518,278196.645,236721.5197,246407.3196,237089.3326,0.000484454,0.335950085,0.000394485,1093,0.001543338,TRUE,32
292,YBR272C,231216.5296,221910.5938,231376.1742,274538.4591,287769.8432,277927.4661,0.000485096,0.773807353,0.000506383,1094,0.00154397,TRUE,4
3006,YOR001W,229185.1738,218374.005,221968.7763,282953.7951,293776.1592,275713.5074,0.000486112,0.736422193,0.00057594,1095,0.001545792,TRUE,5
639,YDR195W,209070.6059,210041.6897,202495.7793,291083.7036,316721.2831,284329.4765,0.000486502,0.652814637,0.000885771,1096,0.00154562,TRUE,2
2467,YML125C,311045.9968,300583.9726,308128.1158,208040.7633,229659.3129,208570.4085,0.000486945,0.330629973,0.000302174,1097,0.001545616,TRUE,11
3145,YOR250C,244017.4246,239377.247,239860.0448,273044.2398,269546.3732,264954.0502,0.000488867,0.595407589,0.000529741,1098,0.001550305,TRUE,3
1319,YGR152C,207942.2341,217039.6556,222852.5337,297438.6953,294384.1571,278733.4529,0.000489566,0.554403422,0.000509401,1099,0.00155111,TRUE,2
2203,YLR138W,279623.6632,297271.203,281023.4781,232194.1978,229815.9201,233680.8352,0.000491569,0.737669594,0.000724194,1100,0.001556039,TRUE,1
972,YER137C,184725.8006,201238.1207,174348.4912,310195.5449,300007.7255,329914.6494,0.000492263,0.33794769,0.000422489,1101,0.001556821,TRUE,1
1682,YJL005W,295635.6328,302968.8901,316657.5043,214782.5024,227573.3634,208074.0404,0.000492415,0.389957239,0.000464849,1102,0.001555887,TRUE,5
247,YBR200W,303570.8274,297896.397,282650.2355,221637.0931,220520.3649,231440.3866,0.000495056,0.62247053,0.000602609,1103,0.001562814,TRUE,2
105,YBL079W,288422.8608,299734.1781,279305.8382,225405.0251,229321.5128,232856.1894,0.00049541,0.665999518,0.000675469,1104,0.001562516,TRUE,12
1828,YJR051W,300693.3168,323530.3827,326068.4001,218057.7895,194927.3899,207041.1017,0.000497643,0.695581195,0.000463447,1105,0.001568137,TRUE,4
569,YDR075W,337571.6455,335333.0307,333125.7464,185550.013,212395.0312,177133.971,0.000501148,0.370437298,0.00017868,1106,0.001577756,TRUE,1
2102,YLL013C,217513.5423,228021.3664,214535.3681,277041.0071,287564.7764,294523.2568,0.000505269,0.424937709,0.000526132,1107,0.001589292,TRUE,6
2772,YNL167C,152276.0194,143471.8398,151737.0665,377212.8643,292950.5137,362677.0784,0.000506454,0.407933158,0.00172684,1108,0.001591582,TRUE,1
1137,YGL094C,280051.8694,284208.7487,272196.9344,233823.7621,238632.9444,241072.0401,0.000514555,0.616520375,0.000571575,1109,0.001615582,TRUE,3
2632,YMR277W,221648.9347,231992.6585,216851.2982,289754.8241,278024.2272,282458.5555,0.000514697,0.331476619,0.000440319,1110,0.001614572,TRUE,5
1790,YJL208C,152195.6136,166092.3899,185354.8071,324797.5631,313181.3295,351010.6394,0.0005154,0.472390791,0.000392693,1111,0.001615323,TRUE,9
2747,YNL124W,224065.0916,217474.3776,219869.0921,281845.8715,300106.103,277395.8964,0.000515592,0.740177184,0.000791578,1112,0.00161447,TRUE,2
894,YER022W,283284.3643,283238.2013,299468.5591,227101.6864,235825.356,227872.2375,0.000517969,0.369823396,0.000656642,1113,0.001620456,TRUE,5
2211,YLR163C,215172.8899,224350.7915,225162.7813,281301.736,297125.7072,278261.6713,0.000530513,0.623838453,0.000658346,1114,0.001658209,TRUE,4
2763,YNL153C,196823.2752,197728.9161,212566.4595,319758.2238,290815.3863,293196.6906,0.00053623,0.501249683,0.000731698,1115,0.001674576,TRUE,2
1093,YGL025C,226018.3444,207777.2767,223581.855,284529.0146,288311.363,289597.5603,0.000541406,0.712860173,0.000320632,1116,0.001689227,TRUE,1
3193,YOR335C,290783.6254,285920.0812,280207.1254,225946.3266,239950.6049,231292.7112,0.000548614,0.400006078,0.000475009,1117,0.001710182,TRUE,52
1071,YFR049W,213851.2092,227148.1328,212098.5533,284275.0975,281896.7832,298304.6148,0.000548989,0.33814832,0.000543224,1118,0.001709821,TRUE,5
2307,YLR326W,205801.5043,212816.1212,211620.083,313417.5515,282437.0613,288016.0426,0.000552144,0.392178708,0.000983759,1119,0.001718111,TRUE,1
503,YDL205C,220539.2699,218338.442,226892.09,294719.216,287541.093,273368.7128,0.000552732,0.615654698,0.000731913,1120,0.001718403,TRUE,4
2136,YLR022C,237905.3376,234734.5358,234856.2928,276446.8061,278363.1581,265994.8883,0.000557307,0.66176881,0.000688661,1121,0.001731082,TRUE,6
62,YBL011W,278185.3625,286782.1405,274640.4593,236372.5321,241706.9002,233175.3672,0.000558921,0.554529675,0.000615524,1122,0.001734548,TRUE,3
1705,YJL050W,274290.9871,272178.5633,275993.9197,237966.4407,247563.9365,240531.7105,0.000561011,0.330647706,0.000473091,1123,0.001739484,TRUE,19
1174,YGL159W,308926.9953,292697.9693,314815.8189,217315.0752,226011.0902,206149.3541,0.000561349,0.323772548,0.00052936,1124,0.001738984,TRUE,2
3368,YPL270W,216673.2455,216588.7205,196266.9806,289863.6902,295433.0198,298566.6396,0.000561583,0.451969739,0.000305738,1125,0.001738163,TRUE,1
1170,YGL151W,282943.426,269874.0096,278131.0487,241538.7376,239375.499,237927.6624,0.00056546,0.38382531,0.0007017,1126,0.001748606,TRUE,5
2452,YML102W,209184.2896,188932.7058,190721.4276,287781.3185,315955.005,314884.4485,0.000568389,0.668294573,0.000617521,1127,0.001756104,TRUE,2
2851,YNL291C,324325.8159,344420.1515,310710.0234,182951.3871,202807.2572,208959.8755,0.000569511,0.580516892,0.000516466,1128,0.001758012,TRUE,1
3124,YOR212W,228710.4305,233437.7884,239667.8506,279906.8719,274441.6804,271274.7821,0.000573484,0.523255063,0.00052385,1129,0.001768707,TRUE,3
2658,YMR311C,284622.7041,304634.5373,282869.0638,225454.4398,229961.0897,228509.7489,0.000579973,0.671589596,0.000908858,1130,0.001787138,TRUE,3
851,YEL036C,206136.8951,225200.1927,206224.1376,291027.7674,286459.7962,299754.3019,0.000582316,0.325410112,0.000427035,1131,0.00179277,TRUE,7
131,YBR017C,289504.6781,301794.8769,280535.6309,222848.9973,228629.8712,232481.9691,0.000583176,0.658617297,0.00075844,1132,0.001793832,TRUE,11
496,YDL193W,278603.3704,295563.7635,278993.7102,235403.0643,232691.0947,231609.6901,0.000591821,0.717625601,0.000854543,1133,0.001818817,TRUE,2
1589,YIL047C,299220.3532,292516.8344,278672.8937,233812.3956,226771.7095,224622.5575,0.000592097,0.585506344,0.000751547,1134,0.001818062,TRUE,2
1592,YIL053W,284312.2953,283464.9347,301484.9797,227045.0814,235163.2903,225990.0319,0.000594289,0.362314563,0.00076935,1135,0.001823185,TRUE,11
1374,YGR235C,202943.0286,183872.061,204798.8818,296256.5003,323507.3687,298112.2944,0.000597704,0.790972234,0.000596781,1136,0.001832048,TRUE,2
2517,YMR083W,283051.3333,289947.3541,293365.5161,238916.6331,222693.4888,227744.5735,0.00059833,0.665841525,0.000482366,1137,0.001832352,TRUE,16
2525,YMR099C,276790.5628,286181.4164,271467.5654,237168.564,238348.8734,239607.7404,0.00060356,0.697606914,0.000800281,1138,0.001846747,TRUE,14
1268,YGR071C,219791.0288,210590.9455,220847.5322,275718.3366,291392.153,300225.2645,0.000604939,0.648961926,0.000791323,1139,0.001849339,TRUE,1
2327,YLR370C,296254.1391,320186.449,290022.3418,223071.795,212753.696,219035.0625,0.00060627,0.766816713,0.000973187,1140,0.001851783,TRUE,3
1046,YFR010W,280948.9675,281910.8692,273374.7488,235393.6618,244195.7972,234579.2741,0.000609526,0.450374894,0.000575869,1141,0.001860096,TRUE,13
2530,YMR109W,309190.3909,302840.8891,311641.7368,210263.5627,229579.1918,203415.8877,0.000611036,0.33359853,0.000347701,1142,0.00186307,TRUE,13
2904,YNR040W,202175.1173,222211.4235,219013.0806,288623.9071,297963.4727,287371.4505,0.000622333,0.48913817,0.000403402,1143,0.001895855,TRUE,1
3057,YOR098C,312597.3723,317637.4842,288877.2547,206887.4244,214509.0774,222956.4785,0.00062257,0.62302871,0.000791412,1144,0.001894921,TRUE,5
1545,YHR183W,272202.1739,277181.9529,271308.799,237328.0948,243746.1826,245819.3148,0.000630753,0.579609765,0.00057265,1145,0.00191815,TRUE,25
2852,YNL292W,220239.4852,221665.177,216966.176,271867.4555,292555.2811,296195.6293,0.000634031,0.56428351,0.000948159,1146,0.001926437,TRUE,9
554,YDR049W,230459.891,229823.7399,217123.9324,276784.0791,288255.7327,280010.8685,0.000638068,0.548341263,0.000537943,1147,0.001937013,TRUE,5
2744,YNL119W,196704.9313,208495.6011,184691.1995,296019.3947,296615.4323,323347.0971,0.000638737,0.362529845,0.000660364,1148,0.001937354,TRUE,2
700,YDR309C,203925.2942,198913.2876,212558.5066,281610.0392,316608.2238,299764.9978,0.00063891,0.740705549,0.000973298,1149,0.001936191,TRUE,1
2011,YKL189W,282463.8623,289730.9718,275971.8106,228539.2192,238275.7991,237149.1076,0.000640063,0.571440261,0.000667146,1150,0.001937998,TRUE,3
2941,YOL041C,234522.8437,242295.1554,231907.3116,270427.052,276993.1415,271893.1806,0.000641448,0.461068088,0.000570195,1151,0.001940507,TRUE,15
1354,YGR202C,235366.7997,238211.9875,239631.0947,276813.9694,274068.4468,265227.5573,0.000645387,0.564413928,0.000763771,1152,0.001950728,TRUE,4
919,YER057C,281174.2204,289314.7662,299955.7081,236040.7943,226974.6016,223636.081,0.000656876,0.548614466,0.000740756,1153,0.001983731,TRUE,6
3016,YOR020C,213291.8547,226940.3848,224779.5667,295043.5648,278015.8849,282350.9796,0.000659233,0.367114387,0.000667886,1154,0.001989123,TRUE,3
2695,YNL053W,205983.148,208013.9396,181629.723,298865.5543,308572.7851,304360.4133,0.000663666,0.461245073,0.000295054,1155,0.002000766,TRUE,1
240,YBR191W,226571.7661,232257.3117,234952.8971,280837.7307,268660.8335,282124.0846,0.0006657,0.365581025,0.00074926,1156,0.002005163,TRUE,13
3280,YPL107W,178097.7005,175212.3383,173119.141,325735.2139,358192.9127,287965.2148,0.000667941,0.685470088,0.001873323,1157,0.002010174,TRUE,1
2823,YNL250W,302356.7102,294768.0094,285111.7172,215782.5803,232415.8604,227778.2502,0.000674661,0.435973436,0.000613472,1158,0.002028644,TRUE,10
2111,YLL032C,269883.7846,271143.9004,276422.3663,247740.9016,240084.8281,242087.5256,0.000681914,0.593646576,0.000661908,1159,0.002048685,TRUE,7
1549,YHR192W,314276.5248,308658.3894,329497.5014,202295.5816,223304.9613,194615.0063,0.000688098,0.326409185,0.000473682,1160,0.002065481,TRUE,1
465,YDL140C,269070.5904,270088.2721,270102.7922,244800.9184,250125.2724,241870.1215,0.00068863,0.376459963,0.000584614,1161,0.002065295,TRUE,36
443,YDL111C,224533.0072,220325.6576,237324.6652,280844.4948,281165.2772,280240.8621,0.000694962,0.667313593,0.000478488,1162,0.002082493,TRUE,2
2068,YKR065C,205544.2959,184669.3958,204750.0609,304012.6902,320844.2745,290184.8154,0.000695108,0.788258298,0.00067582,1163,0.002081141,TRUE,2
3455,YPR159W,226705.6051,219757.4216,230865.5266,279049.8777,292492.7595,274920.2291,0.000699798,0.789578706,0.000819209,1164,0.002093382,TRUE,7
2189,YLR109W,355073.415,351511.0181,296436.8588,193371.5943,190514.7305,189824.336,0.000702296,0.620291263,0.001667625,1165,0.002099052,TRUE,41
577,YDR089W,309850.3556,329279.4741,291197.2667,204075.7717,212656.0459,218195.8679,0.000709106,0.660940536,0.00110429,1166,0.002117586,TRUE,5
2324,YLR362W,290078.6924,287901.5303,284581.5914,222019.3841,240157.1247,230580.8214,0.000710677,0.38261724,0.00049475,1167,0.002120459,TRUE,2
563,YDR063W,227031.5654,230990.2501,215010.6004,280538.1378,289555.9194,278511.6063,0.000712191,0.505256467,0.000573366,1168,0.002123159,TRUE,3
2281,YLR277C,213703.2806,226475.6907,219195.1922,298819.5228,276610.0368,284224.8601,0.000712255,0.328308917,0.000877077,1169,0.002121534,TRUE,3
2864,YNL312W,273524.8904,283768.9438,270764.9637,241933.8219,239864.4708,238712.86,0.000713618,0.71956097,0.000913522,1170,0.002123776,TRUE,4
1091,YGL022W,316125.4818,292772.4995,289107.2062,215329.3305,227576.5859,220124.5205,0.00071396,0.387834281,0.001036052,1171,0.002122979,TRUE,4
1502,YHR107C,226127.2946,226842.1238,239626.3331,275149.2601,280936.5548,277554.5007,0.000715846,0.665353648,0.000559316,1172,0.002126771,TRUE,16
532,YDR011W,240357.185,234904.6876,238407.6628,269620.8708,278745.9419,267534.0285,0.000721685,0.785672305,0.000850597,1173,0.002142291,TRUE,16
3224,YPL009C,284255.2729,303539.8206,285843.897,231138.142,220289.6891,230977.9528,0.000723865,0.80421118,0.00087379,1174,0.002146931,TRUE,7
269,YBR238C,275789.5832,276185.9713,269434.2214,239694.8114,247203.9583,239529.0339,0.000725712,0.444697525,0.000695377,1175,0.002150579,TRUE,4
2768,YNL160W,349553.3045,338044.551,333761.6928,164548.0669,200715.7087,196294.6788,0.000727366,0.415433774,0.000240676,1176,0.002153648,TRUE,3
248,YBR202W,218930.9583,234570.0085,225432.8769,284072.7304,274566.5328,284903.3187,0.000728903,0.306172221,0.000616015,1177,0.002156364,TRUE,6
1662,YIR006C,291407.0344,287743.7559,274028.4719,231027.4283,230528.0808,237785.218,0.000729165,0.632710942,0.000893806,1178,0.002155307,TRUE,13
2770,YNL163C,295093.0355,294385.5346,275371.1816,226143.239,232360.371,231256.1454,0.000730145,0.570767315,0.000976954,1179,0.002156375,TRUE,11
3172,YOR291W,214391.4634,230407.6791,219951.6317,275736.8584,290991.068,289041.0738,0.000730219,0.462903201,0.000687952,1180,0.002154765,TRUE,7
2149,YLR045C,273966.4667,292997.3735,284293.017,234926.8009,230607.5471,236000.1268,0.000730317,0.748100293,0.00096461,1181,0.00215323,TRUE,4
2666,YNL002C,217685.8383,235478.5179,224915.5365,283793.3258,278278.1092,282332.0875,0.000730803,0.332233151,0.000516006,1182,0.00215284,TRUE,9
2524,YMR093W,228185.6828,240141.9855,230202.9887,280683.5077,274667.421,272256.1989,0.000732755,0.356439483,0.000648538,1183,0.002156764,TRUE,9
327,YCL052C,244897.9828,241966.2632,239106.6859,264463.761,268066.283,272500.8296,0.000734156,0.520757,0.000773954,1184,0.002159063,TRUE,4
1560,YHR208W,216069.1233,219578.7019,233337.1691,290610.0859,279434.9967,282822.2312,0.00074032,0.52057039,0.000595517,1185,0.002175354,TRUE,22
802,YDR488C,299868.9798,295815.6911,334534.9148,215873.2636,214353.3396,208455.2004,0.000750245,0.410559704,0.001472853,1186,0.002202659,TRUE,1
72,YBL029C-A,143743.3056,173761.1664,172456.8604,328833.8496,308844.2827,361374.7975,0.000751415,0.367359149,0.000732387,1187,0.002204234,TRUE,1
3399,YPR052C,326012.8518,298399.2137,328343.5779,198642.1727,221201.9257,200061.9434,0.000753026,0.286039503,0.000778048,1188,0.002207103,TRUE,3
199,YBR121C,271259.8526,272906.4711,266985.3967,244568.6757,248724.2025,241612.4159,0.000753928,0.476622474,0.000724688,1189,0.002207886,TRUE,41
2282,YLR278C,218475.4416,211584.1661,230694.7478,291360.9659,289641.513,279203.3072,0.00075696,0.699556524,0.000598248,1190,0.002214903,TRUE,2
1015,YFL018C,228910.2231,227468.3904,235713.2969,270944.9472,286976.7034,276166.0145,0.000758431,0.754348232,0.000908905,1191,0.002217344,TRUE,20
1398,YGR274C,279055.3861,298161.6618,286587.619,223846.8608,234137.7316,233363.1673,0.000760642,0.605364214,0.000885017,1192,0.002221942,TRUE,3
2873,YNL336W,305675.8117,286689.7412,308064.2269,219182.3119,230906.1304,212524.8189,0.000766482,0.29282364,0.000782462,1193,0.002237124,TRUE,2
2429,YML070W,273960.0548,280105.2844,273767.2695,244071.5558,234061.2555,242519.1284,0.000766667,0.800008642,0.000672557,1194,0.002235791,TRUE,18
3397,YPR048W,234923.1725,227046.0286,233928.0799,278136.0946,268432.018,283303.871,0.000774975,0.48703644,0.000878015,1195,0.002258127,TRUE,4
362,YCR057C,239756.1711,244664.2653,237004.9668,273880.0151,266574.9088,268148.0376,0.000775309,0.326705358,0.000770751,1196,0.002257211,TRUE,10
3097,YOR163W,319289.1749,319166.1838,293407.8656,216237.0803,219540.3372,198756.8672,0.000776349,0.505483425,0.000770309,1197,0.00225835,TRUE,2
125,YBR010W,198552.224,217610.1636,220149.0339,293751.1593,285997.4886,299568.4063,0.000780423,0.39690653,0.000502021,1198,0.002268308,TRUE,2
1851,YJR085C,331116.1836,337990.0177,293919.8363,192883.9562,205200.6867,209424.7053,0.000784232,0.605435222,0.001239961,1199,0.002277477,TRUE,2
1335,YGR175C,192753.484,176771.5353,191011.0165,318033.1455,339425.9564,286365.455,0.000784506,0.763759188,0.001405154,1200,0.002276375,TRUE,15
3079,YOR128C,228721.5969,227081.5204,237430.9698,278326.3111,284414.8303,270464.4055,0.000788319,0.733464723,0.000828463,1201,0.002285533,TRUE,17
2389,YML007W,282939.8261,289492.1493,271339.0937,235827.5583,237076.732,234392.7176,0.00079171,0.649559745,0.001059522,1202,0.002293457,TRUE,5
2647,YMR299C,228742.6641,207374.5037,220016.9232,289088.1385,291870.4373,282535.2452,0.000792586,0.749680338,0.000525182,1203,0.002294084,TRUE,1
954,YER107C,302687.6601,290383.4403,293746.7586,218849.5616,236908.2004,217387.7039,0.000798119,0.315744518,0.000609152,1204,0.002308181,TRUE,3
2779,YNL180C,204156.4022,218743.2295,225366.3032,297069.3396,289650.6449,283336.1825,0.000799017,0.487456413,0.00056887,1205,0.002308861,TRUE,1
1836,YJR064W,248298.9431,246219.1809,246317.6391,261865.7466,267986.2965,263313.6598,0.000804616,0.750290407,0.000893311,1206,0.002323113,TRUE,21
1187,YGL190C,222336.7267,223337.9134,203811.5623,292617.1271,282573.8447,291925.193,0.000808441,0.372939662,0.000524702,1207,0.002332223,TRUE,4
1036,YFL047W,291427.6657,285580.2529,272732.4352,231470.5624,233565.1154,237267.6616,0.000808669,0.579251955,0.001046367,1208,0.002330947,TRUE,3
935,YER078C,219245.4912,197308.9466,214494.3896,302553.7115,297663.8232,284212.9724,0.000809698,0.725511951,0.000610645,1209,0.002331983,TRUE,2
