,ProteinID,126 Vert Med,127n Vert Med,127c Vert Med,128n Vert Med,128c Vert Med,129n Vert Med,batch_p_value,null_batch_p_value,1 vs 2,i_value,BH_value,Significant?,PepPerProt
3839,YOL068C,565344.6315,592393.6483,586490.6583,680176.3615,704155.3423,675172.8673,0.000985512,0.565148839,0.000980229,1143,0.00391963,TRUE,10
1968,YHR121W,565254.5329,575823.5725,592798.7691,696973.5077,702002.7468,669044.5145,0.000987259,0.641417749,0.001024335,1144,0.003923148,TRUE,11
197,YBR046C,725044.3501,699585.4315,726613.5923,582845.6666,598218.4339,555726.9181,0.000990322,0.312669908,0.000812439,1145,0.003931882,TRUE,9
4006,YOR137C,795033.629,819413.3711,859295.1143,492413.7641,545402.6705,451544.8873,0.000991375,0.363810711,0.000574515,1146,0.003932626,TRUE,2
983,YDR371W,697879.0735,760020.3186,713784.824,563561.9756,573158.1083,581890.433,0.001004768,0.719866104,0.001461015,1147,0.003982281,TRUE,3
1614,YGR005C,591927.775,604666.6735,612663.9457,664175.8394,678134.5041,664918.0257,0.001008904,0.622559478,0.000944604,1148,0.003995189,TRUE,12
4199,YPL008W,802891.8113,869132.3563,735160.9223,492473.362,529270.3152,505936.3465,0.001009479,0.614965513,0.001869025,1149,0.003993989,TRUE,1
42,YAL042W,742585.543,789563.9812,710729.2296,535919.3157,553656.9864,568987.818,0.00101036,0.691434048,0.001422325,1150,0.003993996,TRUE,4
3185,YML102W,532049.4305,494702.4604,533583.786,702796.7148,781586.017,722397.4589,0.001011564,0.826487994,0.001313324,1151,0.003995281,TRUE,9
1337,YFL016C,580284.3458,604865.4567,569856.253,678802.2041,686729.3159,681518.809,0.001012783,0.383152192,0.000790782,1152,0.003996623,TRUE,18
3102,YML001W,754079.3176,780855.7221,790510.1591,521196.9867,578117.0958,504380.2662,0.001013134,0.36962192,0.000634955,1153,0.003994541,TRUE,8
3783,YNR070W,903026.5898,767279.625,861149.7732,442177.8558,516932.7279,476005.4179,0.001015209,0.288270244,0.001313116,1154,0.003999253,TRUE,1
415,YCL032W,793411.264,845011.7393,732272.2085,497486.9468,543934.5818,516234.3542,0.001016079,0.575532865,0.001542169,1155,0.003999217,TRUE,8
2487,YKL028W,532088.2008,509386.7794,563475.4663,721818.0089,750077.5937,700085.9578,0.001021202,0.784464669,0.000897126,1156,0.004015903,TRUE,8
3432,YMR286W,347828.778,349063.866,359638.5125,920602.2038,695284.5918,967745.8184,0.00102913,0.349540609,0.003769038,1157,0.004043582,TRUE,5
4353,YPL211W,604449.8377,607479.4366,599006.9068,676496.5294,674040.8287,653248.3599,0.001031798,0.55528,0.001170444,1158,0.004050564,TRUE,16
1538,YGL160W,720517.526,741996.5162,755867.1715,529623.7666,572773.8008,582084.3096,0.001033829,0.477074523,0.00074655,1159,0.004055035,TRUE,3
1604,YGL250W,515540.8791,525570.9008,483672.5647,692804.9847,749180.793,785183.9394,0.001033959,0.476563128,0.001400464,1160,0.004052051,TRUE,1
3406,YMR257C,467288.2068,430517.9991,524338.3346,763696.5767,771288.4884,780731.9302,0.001036352,0.700400986,0.000426116,1161,0.004057928,TRUE,1
1462,YGL061C,818572.8606,845783.4671,811322.9758,476717.452,552493.23,453708.8456,0.001038039,0.385205217,0.000471793,1162,0.004061037,TRUE,2
1003,YDR392W,590448.5309,592106.1162,588507.3989,656866.6753,691265.7677,687749.7718,0.001041553,0.631364844,0.001297978,1163,0.004071282,TRUE,7
3635,YNL217W,899976.9278,849062.4639,899836.6323,414021.5257,521690.1107,412785.0159,0.001042166,0.302109191,0.000406608,1164,0.004070179,TRUE,5
3728,YNL330C,543741.226,542049.8611,556111.8152,712607.8512,674346.8147,747109.1092,0.001042761,0.393260538,0.001577589,1165,0.004069004,TRUE,21
2679,YKR056W,466371.9789,464909.6431,488487.8273,697818.7931,844065.5212,779437.7312,0.001045345,0.730349879,0.002204315,1166,0.004075591,TRUE,32
741,YDR057W,675141.2803,697634.1955,694983.754,596559.245,615609.095,591010.8183,0.001047374,0.456453553,0.001017279,1167,0.004080001,TRUE,8
298,YBR171W,729867.5295,745724.099,700185.9379,551299.9725,593068.2339,570015.6715,0.001052234,0.496405346,0.001030027,1168,0.004095424,TRUE,8
2453,YJR140C,665996.2492,675407.0331,679977.386,602021.1167,621313.316,615409.699,0.001057229,0.429971105,0.00098172,1169,0.004111347,TRUE,14
2141,YIL138C,796160.6808,738065.3493,781694.0221,510241.5655,574996.7455,522073.5808,0.001057318,0.278589559,0.000873325,1170,0.004108177,TRUE,9
3248,YMR048W,728885.6516,860275.579,784145.2544,515179.5492,531406.3938,516186.5536,0.001058489,0.673570705,0.002160645,1171,0.004109213,TRUE,1
4444,YPR057W,530825.5221,580971.9522,548786.2107,699468.0361,726319.584,699405.0788,0.001066581,0.448172307,0.000840386,1172,0.004137095,TRUE,4
3836,YOL065C,686604.9955,700312.7442,712996.8955,578752.9671,611601.4167,588307.4675,0.001073656,0.377312893,0.000982279,1173,0.004160988,TRUE,7
4065,YOR215C,573066.4874,582110.9159,605442.3178,673274.8167,689960.0402,683234.3382,0.001073859,0.645144823,0.000908949,1174,0.004158231,TRUE,8
430,YCL052C,731250.2988,742917.7479,753710.7566,569301.3474,584315.4824,524577.6926,0.001074598,0.400719014,0.000656965,1175,0.00415755,TRUE,8
136,YBL075C,336291.5037,333925.9305,445748.9643,879297.7846,880029.6997,805808.7182,0.001075231,0.667644104,0.000403297,1176,0.004156463,TRUE,10
853,YDR197W,518250.5197,524525.1687,567733.7298,732419.126,742023.0097,693735.8035,0.001076519,0.679208893,0.000974037,1177,0.004157908,TRUE,8
3651,YNL236W,669931.1775,676664.6598,667945.7022,615767.5085,624054.6818,603411.9319,0.001078167,0.453860564,0.000954748,1178,0.004160737,TRUE,33
1434,YGL022W,596260.9061,595053.5272,604638.5662,667000.6157,689647.2579,661133.0797,0.001086013,0.776241889,0.001301282,1179,0.004187461,TRUE,12
3862,YOL096C,494790.3933,466211.3962,526643.1558,758338.5815,800627.5446,708083.0682,0.001087691,0.790888049,0.001242605,1180,0.004190375,TRUE,3
18,YAL013W,562117.4489,557593.4878,598862.0964,692039.6204,696904.2269,690918.0741,0.001090687,0.679871085,0.000799869,1181,0.004198361,TRUE,10
1528,YGL145W,691433.8187,708488.4602,682736.0835,582120.6342,592965.0701,612019.5791,0.00109627,0.676717876,0.001039208,1182,0.004216279,TRUE,13
2667,YKR036C,718203.949,733845.252,750219.9911,535891.7521,589876.0267,572660.9842,0.001104674,0.396059383,0.000800996,1183,0.004245009,TRUE,10
578,YDL087C,676171.6821,678926.6678,665254.8467,618984.8502,600291.8519,616409.4998,0.00110686,0.790792435,0.001019983,1184,0.004249817,TRUE,2
2697,YKR076W,514433.8283,520671.9027,561517.4012,690568.3616,747878.9329,740095.1582,0.001109742,0.679042359,0.001126426,1185,0.004257288,TRUE,8
3087,YLR438W,535712.3196,540995.9289,561864.9335,719729.5584,675110.3307,742928.5922,0.001111258,0.392940925,0.001485995,1186,0.004259511,TRUE,47
2439,YJR126C,536044.0732,518543.7277,565103.072,688930.888,747401.5462,723463.2496,0.001122433,0.778015244,0.001159426,1187,0.004298721,TRUE,9
414,YCL031C,511225.6934,512030.3105,567734.4629,722584.0025,750110.9122,711604.8585,0.001122622,0.712942026,0.000837516,1188,0.004295825,TRUE,9
769,YDR093W,688531.2987,684440.3262,670438.4101,592456.8332,613022.2156,613186.7674,0.001130845,0.483818775,0.001042882,1189,0.004323651,TRUE,35
2583,YKL150W,200892.5022,204639.462,212643.3337,1264936.151,676428.3815,978049.8551,0.001132179,0.355518349,0.010708833,1190,0.004325112,TRUE,24
576,YDL085W,407214.0733,409496.7628,496957.6855,763319.0754,853043.3785,792561.6182,0.001133186,0.715474344,0.000771572,1191,0.004325328,TRUE,1
4509,YPR149W,541413.6357,549743.2918,557962.0533,705776.5657,752118.2747,679122.2583,0.001134164,0.724353665,0.001741544,1192,0.004325429,TRUE,4
1305,YER159C,559112.4022,562403.0846,572151.6238,719467.8844,714000.6295,665643.9049,0.001134399,0.63336331,0.001528541,1193,0.004322698,TRUE,5
1345,YFL025C,671533.0065,701779.7272,710768.6881,590173.3118,602161.1156,598337.8019,0.001138115,0.540171288,0.001389947,1194,0.004333225,TRUE,3
2618,YKL194C,538135.5287,527105.7713,576940.3236,709591.2082,736898.266,696104.4548,0.00114158,0.766062366,0.00098511,1195,0.004342782,TRUE,7
2553,YKL110C,605108.802,592611.6639,577810.8173,664464.0199,682268.1899,683098.6951,0.001143007,0.576458139,0.001045227,1196,0.004344572,TRUE,9
1999,YHR162W,682749.7062,705931.6444,679483.9873,600765.2018,611977.5444,588028.4012,0.001143351,0.558668436,0.00118609,1197,0.004342251,TRUE,6
766,YDR089W,684443.256,705600.2776,677618.4764,587163.6755,610137.3649,603201.0813,0.001148221,0.575650197,0.001191385,1198,0.004357106,TRUE,15
3884,YOL133W,384462.8231,427551.8939,488560.7903,777584.9187,854457.8201,787906.3738,0.00115285,0.627145823,0.000642683,1199,0.004371022,TRUE,1
3969,YOR091W,553216.9002,535718.3862,578036.8135,708907.69,729849.2478,683246.1268,0.001159985,0.788157909,0.001140016,1200,0.004394411,TRUE,9
4039,YOR176W,694572.2312,695642.2087,716095.0297,580879.9082,613034.7752,579820.6253,0.001163321,0.317019055,0.001023951,1201,0.004403378,TRUE,18
2995,YLR321C,708036.3118,707355.8921,690814.3944,574210.0966,612613.9933,583897.8541,0.0011644,0.387555717,0.000954917,1202,0.004403795,TRUE,10
4408,YPR008W,670923.6389,668492.847,669469.2919,608853.9325,628411.2028,610749.5304,0.00117143,0.320959332,0.001024378,1203,0.004426701,TRUE,5
1978,YHR135C,451524.6994,422531.6152,477436.2283,778243.5746,880231.4388,720264.3694,0.001176148,0.809763247,0.002269796,1204,0.004440839,TRUE,3
1674,YGR089W,784515.9971,779920.406,718386.3089,514648.6596,538596.8404,570926.3653,0.001185856,0.608459624,0.001216315,1205,0.004473776,TRUE,4
778,YDR107C,745611.8922,722946.096,759055.4287,549703.3278,594073.5664,534995.6841,0.001188173,0.286654698,0.000895973,1206,0.004478803,TRUE,12
2621,YKL197C,707852.8952,704694.0875,704160.6463,569410.4587,613322.5715,581080.5002,0.001190234,0.335563923,0.000871986,1207,0.004482853,TRUE,7
3447,YMR301C,580218.1804,586487.9818,587539.7494,666924.5998,708910.1125,675510.7819,0.001194824,0.725535761,0.00159801,1208,0.004496416,TRUE,9
1169,YEL066W,592835.4779,589075.9844,597805.2757,677124.7851,694813.2109,658630.9321,0.001194909,0.763066271,0.0014716,1209,0.004493016,TRUE,4
543,YDL045W-A,461992.9902,486207.6781,431736.8195,699021.5869,819277.7712,826387.3224,0.001200976,0.520365602,0.001899899,1210,0.004512098,TRUE,1
2780,YLR024C,716293.9133,704169.4303,738169.5641,560113.4325,603983.3909,568796.4963,0.001202657,0.290562204,0.001051469,1211,0.004514679,TRUE,15
616,YDL132W,682055.1411,685764.9926,674709.3739,592852.0734,620555.4268,607487.6865,0.001207192,0.420936069,0.001025042,1212,0.004527966,TRUE,41
537,YDL037C,454724.7716,475724.0122,516595.671,714073.1849,827015.644,760785.4287,0.001207779,0.705048421,0.001603658,1213,0.004526434,TRUE,1
3776,YNR054C,530296.8412,516015.3011,570387.9439,714992.4614,747870.9323,700451.9703,0.001208782,0.779952451,0.001059745,1214,0.004526459,TRUE,6
2644,YKR004C,678085.3926,701628.5267,698773.3281,594208.4598,614854.7726,585912.5531,0.001208923,0.446189551,0.001140894,1215,0.004523264,TRUE,5
2672,YKR046C,211177.4409,215509.4235,238124.1492,1159908.682,665277.8758,1057244.31,0.001211516,0.353197922,0.008059362,1216,0.004529235,TRUE,14
433,YCL057C-A,453627.3907,487222.6571,430098.2946,710126.1073,779560.6112,858175.4878,0.001213602,0.427118702,0.002078708,1217,0.004533309,TRUE,5
2123,YIL117C,875820.3971,844924.4427,791020.2791,440158.0822,460259.6715,539321.4988,0.001221897,0.607250459,0.000796645,1218,0.004560543,TRUE,2
2554,YKL112W,712804.7629,702836.8315,728912.3236,572514.6621,607774.4819,563417.8664,0.001222663,0.293084837,0.000998961,1219,0.004559659,TRUE,20
2735,YLL021W,732172.8317,720384.2851,751051.0966,596477.9267,538279.9332,557286.0036,0.001232609,0.620167569,0.000909803,1220,0.004592986,TRUE,41
4003,YOR131C,552955.1624,543038.2835,524736.985,677276.6303,720239.134,753967.4643,0.001233008,0.530908866,0.001715975,1221,0.004590707,TRUE,4
390,YBR297W,721962.2573,712461.8724,729401.9743,571373.3498,604972.6299,551748.9191,0.001236159,0.3106168,0.000875724,1222,0.004598673,TRUE,3
1461,YGL060W,726069.1418,722933.4703,714916.2809,553651.6919,606550.1675,566248.7888,0.001238446,0.347378759,0.000862536,1223,0.004603415,TRUE,6
2853,YLR115W,578409.1625,582894.0471,585676.2834,671424.5393,713101.684,672861.0487,0.001242768,0.745787272,0.001703141,1224,0.004615706,TRUE,26
2647,YKR008W,712609.3015,701375.7832,730605.3677,565062.7255,607478.019,571152.8883,0.001243634,0.287847816,0.001055611,1225,0.004615152,TRUE,22
2539,YKL091C,520151.9602,504282.1684,556259.9186,733213.8836,764995.6903,694243.7748,0.001255848,0.781745092,0.001344768,1226,0.004656678,TRUE,7
4168,YOR353C,706972.2195,693117.1669,746889.0582,571550.6815,595449.7812,575393.044,0.001255931,0.313263142,0.001606691,1227,0.004653188,TRUE,10
3155,YML065W,695722.3701,684377.6199,703720.9849,593197.3565,615860.4408,581310.0828,0.001258199,0.288446572,0.001077448,1228,0.004657797,TRUE,19
72,YAR066W,429361.3293,520755.5491,437179.8744,792322.4948,747737.2816,795078.6338,0.001260353,0.285762028,0.000667175,1229,0.004661975,TRUE,1
3894,YOL144W,715023.8376,728113.3353,722755.5873,543934.917,595161.2943,585793.0254,0.001268716,0.432662284,0.000817603,1230,0.00468909,TRUE,17
20,YAL015C,600292.6517,592298.2669,601523.6726,658326.0091,690065.7154,670216.6047,0.001268808,0.804704792,0.001519187,1231,0.004685623,TRUE,5
2055,YIL021W,680219.8186,688516.1495,690726.0199,596587.349,621548.2002,591391.8108,0.001270431,0.358954836,0.001067298,1232,0.00468781,TRUE,7
4053,YOR201C,457915.1803,409863.4642,468082.4041,709467.0873,866252.4635,811346.7422,0.001280589,0.800338394,0.002072831,1233,0.004721459,TRUE,2
2712,YKR092C,534072.938,582183.6139,546738.0096,710870.2777,685322.0459,722574.9386,0.00129139,0.273435853,0.00110667,1234,0.004757421,TRUE,9
3794,YOL011W,501055.8923,559940.5209,530922.6801,701042.6391,757491.7325,722961.2288,0.001291767,0.495131358,0.001143959,1235,0.004754959,TRUE,4
3987,YOR113W,701200.7238,704229.1395,705309.7758,566111.9186,610633.5085,591802.5769,0.001292839,0.37024012,0.000919791,1236,0.004755054,TRUE,2
701,YDL248W,721076.0606,733541.8554,735494.708,538604.1798,598392.4573,570291.8337,0.001293492,0.378562505,0.000838058,1237,0.004753608,TRUE,3
2552,YKL108W,740118.0256,748911.1421,773159.4666,527488.1566,592280.8562,533451.1015,0.00129523,0.325813341,0.000896812,1238,0.00475615,TRUE,3
114,YBL047C,707107.6722,703887.7579,713536.4309,575095.5374,613603.9008,570063.8594,0.001295853,0.310558871,0.000968185,1239,0.004754597,TRUE,55
2716,YKR096W,720749.7912,731057.1934,738764.5938,539713.8266,599370.7888,568271.1729,0.00129832,0.362660444,0.00086262,1240,0.00475981,TRUE,4
4320,YPL168W,493436.3826,504510.3252,534866.8175,710729.5845,804812.0524,717335.8233,0.001298871,0.754687409,0.002051282,1241,0.00475799,TRUE,5
4163,YOR346W,791886.3749,764587.9449,818637.3315,479801.166,567203.5742,516967.2772,0.001304255,0.301138651,0.000812245,1242,0.004773869,TRUE,3
459,YCR028C,713207.1538,694301.4389,739012.81,578940.3266,600449.5027,562960.1916,0.001305047,0.290241105,0.001344234,1243,0.004772922,TRUE,2
633,YDL150W,599631.9357,581382.0221,593045.3084,693102.1313,679838.3721,659808.2622,0.001305213,0.666531741,0.001455299,1244,0.004769693,TRUE,15
3899,YOL151W,784482.6252,748930.4362,818515.3328,498007.3948,572424.0681,512596.7861,0.001319465,0.276872842,0.001078816,1245,0.004817902,TRUE,18
3167,YML079W,829129.6287,781039.8625,806076.9887,479821.1652,567024.6942,482263.652,0.001319654,0.290065103,0.000749085,1246,0.004814726,TRUE,2
475,YCR048W,711857.5851,787026.6425,776083.1776,547029.8485,520578.9008,570323.1727,0.001320127,0.768232435,0.001514281,1247,0.004812587,TRUE,2
3545,YNL098C,713148.5286,700962.8115,744947.3028,567966.971,601679.9759,563552.9451,0.001321523,0.289476363,0.001340221,1248,0.004813818,TRUE,9
1737,YGR171C,546853.2075,550688.3327,574131.8116,680886.5744,741453.5322,696912.6616,0.00132776,0.765251115,0.0017336,1249,0.004832665,TRUE,7
1608,YGL256W,582255.1803,604752.8766,608832.4171,678247.4811,669814.002,669028.9042,0.001331919,0.429307727,0.001096696,1250,0.004843923,TRUE,3
3229,YMR022W,766120.4195,748317.9814,691830.8945,549357.068,575230.346,561613.4028,0.001334622,0.515757546,0.001831165,1251,0.004849872,TRUE,2
2628,YKL207W,767653.153,782961.4898,794373.2562,492207.1518,579002.776,516678.8226,0.001337146,0.344209891,0.000726661,1252,0.004855164,TRUE,3
1615,YGR007W,725089.5321,705103.1655,722888.1855,565487.7359,608553.0832,561864.0365,0.00134215,0.280518078,0.001030081,1253,0.004869443,TRUE,6
4028,YOR162C,522447.2674,545976.5862,557317.6358,715585.5775,757736.9365,683446.9003,0.001345149,0.677196841,0.001755276,1254,0.004876434,TRUE,6
814,YDR153C,584774.1762,605672.3491,611278.3653,675314.0736,668922.1124,668258.0773,0.001347018,0.444351759,0.001103441,1255,0.004879319,TRUE,11
2410,YJR090C,677332.3115,674474.8858,686447.4665,614362.5545,617997.7511,593143.6329,0.001349799,0.361546047,0.001153504,1256,0.004885499,TRUE,5
1565,YGL200C,733700.4669,726576.612,688028.413,565793.9022,599069.8618,570214.6911,0.001350505,0.45025792,0.001442215,1257,0.004884165,TRUE,8
463,YCR032W,719233.6606,723148.4021,722901.8759,548115.2716,605145.3171,572991.529,0.001368946,0.354817698,0.00090432,1258,0.004946923,TRUE,4
2013,YHR181W,711075.98,720541.5729,726538.4805,588861.554,596512.6335,546819.9257,0.001369155,0.412021858,0.000910112,1259,0.004943748,TRUE,3
1798,YGR250C,564373.9539,569371.8249,574252.1276,670828.7951,729622.4265,688475.5504,0.001373375,0.745981106,0.001978289,1260,0.00495505,TRUE,16
510,YCR106W,552862.6281,548445.9473,551658.0021,668289.8565,744933.5038,718310.936,0.001378194,0.721228676,0.002091368,1261,0.004968493,TRUE,3
4217,YPL030W,712801.8757,696780.3792,708084.0133,582601.814,612603.9025,568037.365,0.00137903,0.29437954,0.001066748,1262,0.004967568,TRUE,24
2058,YIL027C,680759.6882,712949.7701,718523.9178,583953.7994,576282.2481,606081.9278,0.001385969,0.703739684,0.001455032,1263,0.00498861,TRUE,3
698,YDL238C,759012.5944,688234.366,729049.5836,563431.4967,582548.9503,567836.1636,0.001386744,0.293487753,0.001937546,1264,0.004987452,TRUE,1
3099,YLR455W,491033.1135,534625.0752,506178.0597,686089.0366,753944.2949,785482.7058,0.001388297,0.466317239,0.001942767,1265,0.004989091,TRUE,3
363,YBR258C,728839.8095,726126.4723,775084.3317,548553.2785,592114.3195,538355.7196,0.001389704,0.306358212,0.001309566,1266,0.004990202,TRUE,4
4385,YPL253C,560073.5491,582163.0485,567234.5229,687681.2976,726257.5127,673395.1281,0.001389805,0.629504739,0.00180068,1267,0.004986625,TRUE,4
1282,YER132C,763254.7902,740417.8426,723827.9886,526096.6668,589635.2412,558260.712,0.00139816,0.363727675,0.001033208,1268,0.005012647,TRUE,6
2367,YJR033C,677819.741,691788.1937,687493.2373,599398.7195,621249.1506,590565.5029,0.001408947,0.401941694,0.001212423,1269,0.005047338,TRUE,17
1456,YGL055W,482656.0888,479963.1929,500676.2809,813567.613,679995.6557,778609.3083,0.001409138,0.365180819,0.002648173,1270,0.005044048,TRUE,40
456,YCR024C,563112.7971,584355.6784,568898.5834,664457.8538,699406.5195,714927.8728,0.001417974,0.480832091,0.001734137,1271,0.005071684,TRUE,2
858,YDR204W,517872.2746,512455.6052,564897.5696,700684.2082,762790.5723,717972.1993,0.001418855,0.778403067,0.001423124,1272,0.005070844,TRUE,3
542,YDL045C,736326.7705,725733.0398,761976.611,524410.5483,582109.7199,574140.0116,0.001421332,0.356260365,0.000996232,1273,0.005075709,TRUE,5
2592,YKL162C,484629.0688,445439.1769,496824.5702,730049.1962,854552.4031,732495.0659,0.001423412,0.853625529,0.002503927,1274,0.005079144,TRUE,3
2237,YJL071W,580410.2229,599769.6098,574529.4684,663837.7098,698320.6736,686529.4616,0.001426212,0.517211538,0.001505036,1275,0.005085145,TRUE,11
931,YDR309C,560487.6813,557299.3416,521988.8941,746624.4557,699627.7261,688749.7377,0.001427165,0.416910914,0.001581035,1276,0.005084557,TRUE,3
2286,YJL137C,541466.4317,534370.1821,582188.0113,733714.945,699437.7646,693882.6878,0.001431609,0.602001578,0.001292366,1277,0.005096395,TRUE,2
2429,YJR112W,605624.4578,599031.9533,602477.5733,653871.7525,684051.9336,669746.5558,0.0014336,0.772264515,0.001697296,1278,0.005099489,TRUE,3
3650,YNL234W,522016.2506,557796.032,549547.4859,683677.9168,756280.5923,712764.2835,0.001435003,0.616261988,0.00181686,1279,0.005100487,TRUE,2
611,YDL126C,733185.2652,765544.1118,705168.7701,578578.4945,535313.1146,573359.8777,0.001438255,0.844597141,0.001473106,1280,0.005108053,TRUE,87
36,YAL034W-A,560440.9345,547548.0113,573836.1495,691066.3937,739379.5605,680120.7849,0.001440746,0.831665108,0.001925582,1281,0.005112906,TRUE,3
3761,YNR036C,225964.4312,217789.2199,205045.7937,1090153.316,1200702.152,656318.8447,0.001443901,0.668869151,0.009966889,1282,0.005120104,TRUE,4
174,YBR014C,553737.9779,588141.3385,587078.71,701765.4265,695151.8112,674402.0115,0.001446559,0.467721516,0.001226933,1283,0.005125531,TRUE,5
3038,YLR381W,711327.5551,707182.0773,693650.7369,567052.1583,611230.347,587663.6306,0.001447082,0.37783215,0.001128529,1284,0.00512339,TRUE,5
2321,YJL186W,715943.9722,712844.1416,719730.0121,581511.7311,606037.9961,552090.2459,0.001449041,0.342434495,0.000974188,1285,0.005126334,TRUE,30
4236,YPL059W,545123.579,571434.8425,592203.922,697980.7433,706908.2235,684084.4389,0.001458195,0.582082476,0.001117929,1286,0.005154708,TRUE,10
2566,YKL127W,691432.8177,686713.9434,706851.4903,584905.6517,617744.2738,587410.0892,0.001458612,0.28899867,0.001279723,1287,0.005152176,TRUE,33
2217,YJL045W,376205.068,349569.931,466336.3085,851206.5744,886158.4137,768955.7305,0.00146921,0.752429751,0.000903515,1288,0.005185581,TRUE,4
3658,YNL244C,556376.1974,551698.5738,579847.2802,715620.6982,720629.3115,668745.1003,0.001475555,0.723830734,0.001740045,1289,0.005203935,TRUE,16
4344,YPL199C,557839.7012,579909.9119,579533.6791,719585.4466,670252.4939,687169.5407,0.001478512,0.339642736,0.001780505,1290,0.005210321,TRUE,9
679,YDL213C,737482.6402,740465.3378,748215.4683,582146.122,576240.1158,519620.0382,0.001479578,0.434145906,0.000825397,1291,0.00521004,TRUE,12
1100,YDR515W,550855.5188,540578.3067,564455.1575,724345.8784,737149.4575,669003.4742,0.001482523,0.74515179,0.001989618,1292,0.005216369,TRUE,5
230,YBR087W,668532.6955,685575.6419,701555.0223,599049.1982,614374.9846,599899.5727,0.001488662,0.427676615,0.001680626,1293,0.00523392,TRUE,15
4487,YPR119W,503755.4049,484382.1927,554754.5102,735951.0423,775232.2708,712268.5455,0.001489922,0.791660617,0.001242094,1294,0.005234299,TRUE,6
2016,YHR186C,687274.7184,694362.1137,703963.0366,582527.711,618549.6178,588566.0678,0.001492918,0.333498506,0.001248335,1295,0.005240776,TRUE,28
4492,YPR127W,758075.041,706471.8662,752282.5026,551359.8857,592601.6978,541657.0148,0.001498691,0.253507497,0.00143058,1296,0.005256982,TRUE,9
218,YBR074W,949679.3639,951206.6569,734519.2964,432926.5144,452535.4968,449226.3059,0.00150041,0.624221292,0.003876352,1297,0.005258954,TRUE,9
1019,YDR412W,556324.3581,571200.7413,552679.6126,711270.1415,731740.5864,666711.1912,0.001500415,0.613367699,0.002021114,1298,0.005254922,TRUE,2
2879,YLR151C,466627.5172,485413.4871,547962.0512,771233.8728,766250.216,720056.8596,0.001501292,0.631779361,0.001022021,1299,0.005253945,TRUE,3
2542,YKL095W,593693.0455,547324.7227,571880.8701,704834.6378,691055.888,683746.0361,0.00150132,0.712234918,0.001157468,1300,0.00525,TRUE,3
2067,YIL040W,727029.1015,745743.3794,774774.7802,518958.1289,582696.5656,562563.9921,0.00150479,0.382997256,0.001142505,1301,0.00525809,TRUE,1
4394,YPL266W,703571.753,705273.0353,670850.6327,584826.6228,606611.5108,597715.7451,0.001508743,0.53487595,0.001666381,1302,0.005267854,TRUE,20
996,YDR384C,783282.8365,737026.3318,825366.2826,503286.6952,570377.1019,514683.984,0.001513501,0.264249569,0.00154568,1303,0.005280411,TRUE,5
1927,YHR078W,691126.193,708294.0254,680685.407,578382.8019,602917.8026,608615.4324,0.001514336,0.595573198,0.001404231,1304,0.005279273,TRUE,3
868,YDR217C,678838.1172,685854.2047,709359.544,602071.4856,611569.9196,585369.8868,0.001523806,0.373036318,0.001573054,1305,0.005308215,TRUE,7
1023,YDR419W,572260.4407,598647.1596,594455.696,667610.9852,697283.4438,677734.985,0.001526946,0.572491019,0.001506457,1306,0.005315081,TRUE,4
1965,YHR118C,559212.7937,581645.5508,602262.6478,685579.2304,692320.1229,682980.2438,0.001529585,0.565602774,0.001142899,1307,0.005320195,TRUE,5
1157,YEL052W,606619.1352,624699.4123,611823.726,661895.8868,655618.5352,660319.3577,0.001537678,0.283427015,0.001399555,1308,0.005344254,TRUE,8
365,YBR261C,595231.8138,586113.2027,584943.7822,677453.123,702522.9559,660495.2165,0.001539238,0.76770452,0.001937048,1309,0.005345587,TRUE,8
2562,YKL122C,714409.263,689345.4825,730389.6697,581578.9898,604570.5767,565378.9483,0.001540534,0.269291928,0.001505444,1310,0.005346005,TRUE,5
3243,YMR039C,541801.4542,590075.9219,558010.1298,708417.1139,681277.8748,708460.5188,0.001541882,0.268538529,0.001270241,1311,0.005346603,TRUE,16
3024,YLR362W,706925.8821,719957.026,706036.2926,580110.5913,610787.392,560563.6978,0.001543454,0.393643146,0.001143133,1312,0.005347975,TRUE,7
2326,YJL193W,671562.8429,687793.584,705794.4924,590181.8977,609813.9403,605608.3221,0.001544609,0.445629145,0.001697774,1313,0.005347899,TRUE,3
2163,YIL169C,128865.2786,125611.1634,144006.2221,604135.3102,1455874.547,1099951.191,0.001571268,0.73142117,0.020367207,1314,0.005436062,TRUE,7
564,YDL072C,716173.8804,741949.0603,694857.0414,556804.4228,599196.0179,576972.9118,0.001577932,0.519498456,0.001571552,1315,0.005454964,TRUE,11
55,YAL058W,711648.3439,717201.3039,773240.0737,576648.5764,580532.6429,543342.858,0.001579344,0.383399283,0.001883846,1316,0.005455697,TRUE,2
3766,YNR041C,519943.083,495287.7898,557568.7575,693608.605,757805.783,745875.2346,0.001582403,0.779344552,0.001474366,1317,0.005462113,TRUE,4
4455,YPR073C,711590.3036,750288.1056,708095.8509,580474.2686,593330.1881,547237.743,0.001589834,0.54318845,0.001482312,1318,0.0054836,TRUE,5
702,YDR001C,589221.5157,603599.4899,607526.5914,673513.4115,683666.2028,657340.106,0.001594257,0.62946996,0.001659703,1319,0.005494688,TRUE,20
