,ProteinID,126 Vert Med,127n Vert Med,127c Vert Med,128n Vert Med,128c Vert Med,129n Vert Med,batch_p_value,null_batch_p_value,1 vs 2,i_value,BH_value,Significant?,PepPerProt
2653,YLR225C,651779.6165,688981.1318,690231.101,537076.1289,553340.0571,528834.7693,0.00060103,0.500052629,0.000699398,634,0.003902903,TRUE,6
341,YBR273C,732989.0663,687948.7584,769932.3953,505931.5725,508637.421,475222.0303,0.000603109,0.3497256,0.00084994,635,0.003910236,TRUE,2
2401,YKR009C,474570.1257,479719.4889,514091.1648,673328.4072,732207.7451,683731.4188,0.000605409,0.709068346,0.000708916,636,0.003918979,TRUE,8
1927,YIL117C,775908.3895,828041.5626,759923.9507,411871.289,491793.0376,440285.809,0.000607343,0.458358531,0.000399994,637,0.003925323,TRUE,1
1980,YIR033W,677225.8223,691178.6321,725369.4452,515412.962,545420.3308,508890.1326,0.000613495,0.37922048,0.000657903,638,0.003958867,TRUE,5
2570,YLR094C,647231.8487,639370.3111,633174.8822,576016.1886,575002.6872,558394.2047,0.000620158,0.453804373,0.000562162,639,0.0039956,TRUE,1
2951,YMR060C,514275.917,536637.8057,545450.1361,656885.4955,676654.0141,646266.9005,0.000621391,0.595571072,0.000575361,640,0.003997293,TRUE,6
3820,YPL029W,428035.2597,405768.8886,448211.6264,768552.951,799192.9841,677757.3296,0.00062442,0.721989092,0.001124947,641,0.004010512,TRUE,1
2145,YJR035W,511300.8474,530783.609,544916.5156,647348.1504,679387.5781,661080.9075,0.000626007,0.612933859,0.000577856,642,0.004014442,TRUE,3
4056,YPR111W,508680.5133,531669.5565,482942.1637,664662.6045,680727.758,690231.2395,0.000626571,0.401978783,0.00042901,643,0.004011811,TRUE,1
155,YBR009C,476550.6991,490531.1919,459139.2331,739077.8296,722140.5709,657233.3048,0.000630902,0.510003128,0.000964089,644,0.004033268,TRUE,21
3488,YOL065C,689968.8736,749883.9212,694891.1752,514200.6673,527042.7941,489855.2031,0.000632326,0.582559506,0.00080489,645,0.004036103,TRUE,3
1024,YEL022W,702439.2875,707831.3462,700898.2451,533351.9772,482978.9464,530040.1334,0.000633803,0.732402189,0.000328873,646,0.004039266,TRUE,25
184,YBR054W,757513.3223,749606.5456,887469.7366,435402.0568,465192.4728,425152.7801,0.000639227,0.370082324,0.00153185,647,0.00406754,TRUE,5
882,YDR362C,693793.6994,667452.8601,711043.4805,510973.4572,548650.4688,527589.9896,0.00064199,0.312993231,0.000639415,648,0.004078814,TRUE,3
3482,YOL059W,702955.5111,662884.6005,689772.5666,550458.8323,514032.8458,530894.0551,0.000644667,0.530420197,0.000630671,649,0.004089514,TRUE,20
158,YBR012W-B,1186130.234,1355822.264,786568.7031,140436.8056,191964.5434,185464.1688,0.000648252,0.580894106,0.005234935,650,0.004105926,TRUE,35
2404,YKR016W,398929.4186,402362.552,427627.1058,797506.0171,669926.8429,804454.8378,0.000649938,0.388785894,0.00146818,651,0.004110285,TRUE,13
1494,YGR054W,506858.5146,503603.0313,539405.3511,673164.665,652055.6714,689697.1253,0.00064997,0.513603782,0.000603451,652,0.004104182,TRUE,30
426,YCR037C,377357.6764,391644.1787,459475.8171,739791.7898,799990.8393,750095.4951,0.000651802,0.655175239,0.000354299,653,0.004109449,TRUE,3
2588,YLR118C,755890.141,737419.1136,802809.5052,461111.2764,508084.2875,436299.6623,0.000653104,0.329472818,0.000490835,654,0.004111361,TRUE,6
2159,YJR056C,738706.0701,693759.5153,806666.0528,478764.1103,476890.6179,493512.7849,0.000653348,0.413966125,0.001373706,655,0.004106615,TRUE,2
1128,YER087C-B,413267.9619,408587.2777,408709.587,744351.5531,858098.5768,689111.2635,0.000658443,0.711405265,0.00207217,656,0.004132331,TRUE,1
2947,YMR054W,670293.9547,658177.1574,650525.8261,542734.9058,571604.7814,547454.9529,0.000661761,0.367427837,0.000574369,657,0.004146832,TRUE,4
2552,YLR069C,245534.4916,245123.9822,275838.8287,965661.9064,1026286.827,690159.2805,0.000663992,0.668250376,0.003558706,658,0.004154488,TRUE,13
3664,YOR176W,684268.6609,688042.7297,655385.0849,533784.2993,559106.533,527633.5425,0.000667705,0.463954941,0.000653426,659,0.004171386,TRUE,15
1509,YGR081C,526553.4383,518958.6271,517263.1653,645030.0156,703192.7278,660612.0509,0.000680274,0.72243351,0.001079162,660,0.004243468,TRUE,7
1655,YGR279C,681949.6415,699319.7148,667166.7642,513592.3609,553949.5592,536062.4566,0.000682823,0.48547942,0.00057586,661,0.004252923,TRUE,9
749,YDR171W,405003.7057,348918.9929,394968.6101,731981.4401,884291.4016,745062.3087,0.000692394,0.799375095,0.00144594,662,0.00430602,TRUE,1
1045,YEL053C,662164.8901,655298.0047,660866.0875,538068.3826,572725.1516,552374.8281,0.000696283,0.34334662,0.00051542,663,0.004323679,TRUE,4
2037,YJL082W,681739.1464,673201.1261,679210.5601,526391.47,565459.0243,526049.5011,0.000696641,0.332145424,0.000480124,664,0.004319382,TRUE,13
2381,YKL204W,532216.3234,542762.8066,553003.5281,652093.8891,668540.4816,632992.367,0.000699221,0.657800343,0.000800313,665,0.004328859,TRUE,9
1043,YEL051W,680385.1784,702563.5736,658793.7589,521191.6217,552963.4892,534138.2445,0.00070368,0.531373066,0.000763995,666,0.004349927,TRUE,5
385,YCL045C,703149.3135,682512.6824,696134.1864,503369.324,554189.9266,521349.0685,0.000708361,0.325832805,0.000476512,667,0.004372295,TRUE,10
915,YDR404C,659793.0053,677753.4637,665355.321,529577.7762,543235.2901,566718.6797,0.000709759,0.620674831,0.000555397,668,0.004374365,TRUE,3
2712,YLR316C,488997.856,528369.9027,475830.1632,677463.9227,707187.2573,678034.9699,0.000711153,0.443081215,0.000517781,669,0.004376407,TRUE,1
3183,YNL052W,174865.0973,176489.5872,224271.3622,1120345.272,689079.9753,985410.677,0.000714142,0.418039547,0.004502827,670,0.004388244,TRUE,7
3842,YPL065W,672730.5202,664173.7863,686155.7476,552615.3164,554321.7867,519230.435,0.000718919,0.383657583,0.000539785,671,0.004411015,TRUE,1
2243,YKL017C,672538.5695,685949.1765,663262.559,536608.4393,564264.3304,525587.0919,0.00071932,0.439944647,0.000575209,672,0.004406905,TRUE,5
195,YBR069C,821234.7096,1018087.91,772095.894,356625.4898,373153.6013,396111.7814,0.000724033,0.712160027,0.002868164,673,0.004429187,TRUE,2
2812,YLR459W,667425.0824,653875.6108,658288.0667,572686.1693,545852.2121,540287.9231,0.000728587,0.545746069,0.000577669,674,0.004450434,TRUE,4
1110,YER064C,492954.6808,523703.1186,523652.7515,702639.4975,661143.5328,658416.0306,0.000729363,0.40748002,0.000798918,675,0.004448572,TRUE,3
1193,YER174C,534887.6919,552742.7296,565926.0435,645326.4269,645596.4423,639870.3639,0.000729668,0.528501093,0.000548916,676,0.004443853,TRUE,5
2270,YKL053C-A,389742.1077,372402.647,396322.429,716797.6447,903009.9311,735485.8174,0.0007307,0.764717404,0.002596106,677,0.004443562,TRUE,3
3316,YNL239W,692266.739,689419.0609,691429.4384,519735.5582,558557.6019,507657.3025,0.000731788,0.35023625,0.000454999,678,0.004443617,TRUE,12
3572,YOR038C,506633.8916,510751.0594,518894.5259,679291.9735,709821.0767,642174.2944,0.000731814,0.693245793,0.001152391,679,0.004437226,TRUE,5
1510,YGR082W,520880.8693,509293.6105,545258.6855,679485.4078,671887.6622,645454.7215,0.000734413,0.680545288,0.000685702,680,0.004446437,TRUE,9
318,YBR242W,503495.1061,494362.2648,518135.1895,660569.7611,723651.4768,665478.0391,0.000737018,0.773117152,0.001145579,681,0.004455655,TRUE,7
2451,YKR084C,676496.9722,668721.9705,702311.0128,525677.7017,559101.9203,523080.3347,0.000745224,0.317698559,0.000682966,682,0.004498664,TRUE,12
611,YDL203C,715414.9167,693925.9107,687692.0061,492553.3722,543405.7969,528576.4913,0.000746225,0.38875388,0.000506139,683,0.004498111,TRUE,7
655,YDR034C,514203.2049,535245.7078,540789.1322,650116.6178,686520.4175,649042.238,0.000761329,0.637436337,0.000865056,684,0.004582445,TRUE,3
1243,YFR004W,668025.5695,660507.005,653979.4941,543958.5633,573510.1084,541859.6099,0.000766069,0.357386212,0.000608124,685,0.00460424,TRUE,11
1611,YGR217W,519575.4379,512400.2858,530922.3247,647676.4634,703383.9357,658691.0661,0.000767839,0.769697498,0.001131161,686,0.004608154,TRUE,5
3278,YNL183C,528550.308,545833.8436,522712.7172,665834.0857,676889.9559,634899.8916,0.000771287,0.535564039,0.000905778,687,0.004622107,TRUE,4
1648,YGR271C-A,517780.7793,530244.9906,555992.0008,667233.7029,656071.4441,648684.69,0.000773364,0.554293485,0.000600159,688,0.004627821,TRUE,7
914,YDR400W,686000.9503,683822.2075,707792.1092,508522.2809,556534.7724,518164.6233,0.000774563,0.329998536,0.000570064,689,0.00462827,TRUE,4
727,YDR141C,697147.6073,698543.702,720945.1082,499772.6574,550844.2193,500850.3413,0.000776114,0.334764054,0.000526876,690,0.004630813,TRUE,14
3122,YMR291W,508576.2963,501337.0357,528916.1662,658104.7425,711835.2774,660397.9898,0.000786182,0.773730407,0.001073947,691,0.004684099,TRUE,4
662,YDR045C,509763.9401,524240.7971,541734.9484,647891.6927,690725.8277,659609.7171,0.000789527,0.674494351,0.000870046,692,0.004697227,TRUE,3
3376,YNL316C,701717.8494,708588.0643,774168.3941,517954.2958,503763.1507,472355.6708,0.000792304,0.442604709,0.001000809,693,0.004706949,TRUE,3
3775,YOR347C,751576.5338,700795.3848,821189.1335,467380.1658,495916.0378,461034.4961,0.000798318,0.319708479,0.001490685,694,0.004735841,TRUE,5
349,YBR282W,465688.0457,496178.3899,522076.9869,674368.072,712557.3266,687501.817,0.000799283,0.597941657,0.000572247,695,0.004734747,TRUE,2
2301,YKL094W,740422.3662,757730.7557,809877.008,459958.6843,506732.4811,428919.3001,0.000800151,0.361447637,0.000588335,696,0.004733076,TRUE,10
1943,YIL137C,628326.0804,643892.5558,647370.9399,563445.3858,579900.9592,567541.9052,0.000801026,0.451633847,0.000816855,697,0.004731455,TRUE,8
187,YBR057C,484305.717,495440.3517,530028.6401,688678.7047,705767.7986,658817.9195,0.000802711,0.663638399,0.00073722,698,0.004734614,TRUE,5
1989,YJL005W,663813.7472,681303.9774,678065.6329,524663.4088,566037.2487,535836.0124,0.000804022,0.401113871,0.000604806,699,0.004735563,TRUE,15
3552,YOR002W,787132.0766,782111.3867,731901.1385,425311.7657,505607.6333,464807.5967,0.000804311,0.418429269,0.000489562,700,0.004730499,TRUE,3
1339,YGL078C,562816.0565,555983.6053,567140.6969,641852.9419,618906.8293,640733.0647,0.000804325,0.437088952,0.000911156,701,0.004723831,TRUE,26
1403,YGL181W,681142.3006,700074.5676,646063.7346,535166.4215,547472.0644,535964.3686,0.000808104,0.613210656,0.001124408,702,0.004739268,TRUE,4
3630,YOR126C,559407.7029,579197.0614,560808.2647,632123.456,625770.8304,632550.1264,0.000810192,0.307501657,0.000700869,703,0.004744751,TRUE,8
3732,YOR275C,666547.4364,657026.1802,712709.0889,535922.2769,543370.1754,536709.7019,0.000822116,0.382344905,0.001279863,704,0.004807742,TRUE,6
3417,YNR034W-A,463534.5334,468732.615,500792.1898,685916.7673,757972.7975,676410.5334,0.000826411,0.738216426,0.00125953,705,0.004826008,TRUE,3
2828,YML019W,717735.1086,685598.7894,748251.5298,489563.6387,537047.9614,497014.5249,0.000830522,0.294655063,0.000854805,706,0.004843141,TRUE,3
3045,YMR196W,480598.0899,486474.176,529601.9195,672866.419,713857.5214,678294.7582,0.00083348,0.70067708,0.000706082,707,0.004853519,TRUE,11
1643,YGR263C,675258.3475,705332.9315,700843.0678,518627.7242,554574.7498,505708.5561,0.000836208,0.418130623,0.000645621,708,0.004862527,TRUE,3
220,YBR097W,641887.1198,683648.6648,653991.0706,556994.0406,555282.6879,546680.3934,0.000839248,0.691439417,0.001128618,709,0.004873319,TRUE,3
1744,YHR066W,487777.0163,509506.4,517363.5045,652572.598,719783.9435,677529.8725,0.000843795,0.65843116,0.001155348,710,0.004892822,TRUE,3
2449,YKR081C,561805.7892,572631.7976,558731.4346,620032.6085,641610.5042,635773.2343,0.000844159,0.528338505,0.000903435,711,0.004888048,TRUE,14
3445,YOL008W,430175.7791,459792.8077,467386.8275,697641.8339,796622.4622,689917.6288,0.000844697,0.67265425,0.001594227,712,0.004884293,TRUE,1
1675,YHL017W,663620.3794,695959.9123,731110.7814,509424.0852,536140.7116,525772.2298,0.000845065,0.456863283,0.001177194,713,0.004879567,TRUE,2
850,YDR320C,654202.7741,677520.2562,717158.7883,532069.7652,539832.4953,533241.5591,0.000856629,0.472076107,0.001336288,714,0.004939412,TRUE,6
2932,YMR029C,667874.7195,657383.9864,684726.9162,537081.6695,567552.1283,533756.8542,0.000857384,0.302613122,0.000757456,715,0.004936852,TRUE,6
3287,YNL200C,497419.6044,518421.408,531840.1229,666506.0323,703469.5136,651945.4618,0.000860919,0.657425501,0.000991098,716,0.004950283,TRUE,2
2893,YML111W,533198.2698,539911.0319,561186.9878,633589.5112,658056.7071,656228.7462,0.000865275,0.642966353,0.000822374,717,0.004968393,TRUE,9
197,YBR071W,521945.1135,501922.2612,526967.2681,660183.7475,707804.0345,652050.9472,0.000870643,0.808369754,0.001186688,718,0.00499225,TRUE,2
3200,YNL076W,541705.5616,536249.9502,549742.8856,652630.1577,672466.639,629199.9337,0.000885399,0.748733982,0.001146507,719,0.005069803,TRUE,4
3379,YNL321W,525266.8748,549897.909,517031.2695,640464.7216,661909.2696,677004.5909,0.000887837,0.404780943,0.000877486,720,0.005076699,TRUE,2
3338,YNL263C,715690.3538,673107.9973,722444.1213,500283.5404,545602.1841,510078.42,0.000887982,0.281271688,0.000863399,721,0.005070487,TRUE,5
3327,YNL251C,561548.849,560799.5598,572393.2831,629219.4468,645912.1989,622652.1194,0.000893266,0.757844492,0.00100557,722,0.005093596,TRUE,10
1516,YGR088W,144452.9337,139015.2454,175968.0213,1240220.5,648429.5277,993127.8151,0.000893923,0.405530939,0.009345654,723,0.005090291,TRUE,13
3560,YOR017W,530603.8827,542175.0319,556700.6227,659962.0742,660384.3403,631338.8424,0.000895346,0.612509359,0.000925027,724,0.005091354,TRUE,2
2391,YKL215C,771009.2188,761212.468,697385.0395,459044.5687,519138.9987,475323.7417,0.000895551,0.439315162,0.000900743,725,0.005085495,TRUE,22
2970,YMR088C,659194.1562,690019.8131,677401.0468,517998.9647,554538.5772,549604.1329,0.000898149,0.512667186,0.000749983,726,0.005093222,TRUE,1
1256,YFR019W,661961.357,684040.8631,673953.5589,524599.191,566181.4262,538057.8747,0.000898569,0.425561578,0.000702587,727,0.005088594,TRUE,6
3174,YNL040W,720383.5637,670596.1398,723018.5312,511825.551,542551.559,499093.7387,0.000899651,0.281360094,0.00094485,728,0.005087726,TRUE,4
939,YDR441C,735230.6341,704673.1777,758304.4936,499153.0911,525806.9244,459803.2787,0.000900158,0.322133813,0.000647972,729,0.005083606,TRUE,2
3491,YOL068C,526989.1257,546315.7837,551489.7492,639478.4126,672708.8898,644330.568,0.000901191,0.637402862,0.000977642,730,0.005082469,TRUE,7
953,YDR462W,455753.7435,478221.2673,522562.4344,688617.2178,712930.7882,695532.8603,0.000901217,0.610504569,0.00051906,731,0.005075667,TRUE,4
3092,YMR255W,524505.6367,516833.344,551925.9727,642324.5296,664283.3072,675162.8494,0.000907749,0.663866797,0.000841357,732,0.005105471,TRUE,1
1332,YGL067W,648025.2184,665863.4224,650020.5806,547315.6764,575858.6709,551060.9372,0.000908714,0.451971139,0.000801266,733,0.005103921,TRUE,5
355,YBR291C,502096.4819,493307.6169,521307.8869,652412.9904,722145.1879,674608.0027,0.000910009,0.776622112,0.001319839,734,0.005104231,TRUE,4
3896,YPL138C,522948.2571,535747.2895,499355.5087,643512.4951,687333.0696,678404.52,0.000911217,0.511840084,0.000921367,735,0.005104057,TRUE,2
995,YDR516C,662383.6558,690044.7334,690185.6367,524639.8899,562218.4255,524043.5743,0.000913438,0.413108607,0.000776779,736,0.005109542,TRUE,7
81,YBL018C,670293.8967,764889.7496,741196.7281,509572.1208,484522.5817,500765.1072,0.000914421,0.729820869,0.001500783,737,0.005108099,TRUE,2
1290,YGL012W,524689.943,530690.5527,553341.9842,642030.8465,677973.695,650629.6638,0.000914796,0.717814545,0.000973136,738,0.005103273,TRUE,12
2526,YLR032W,757728.9325,778656.8287,785851.1252,476839.773,494971.5489,408929.2073,0.000919962,0.416812032,0.00033692,739,0.005125148,TRUE,1
3299,YNL217W,839424.7564,808164.3104,922948.1835,421081.8921,425391.858,333171.9054,0.000920223,0.379373206,0.00052569,740,0.005119671,TRUE,2
3380,YNL323W,655746.5723,691208.9161,661160.1133,527410.3883,552286.8971,556090.485,0.000922847,0.61338765,0.00095236,741,0.00512734,TRUE,5
1219,YFL025C,660531.2928,643751.6563,675909.3773,567857.9749,540493.1968,550686.4272,0.000924709,0.519143768,0.000943863,742,0.005130765,TRUE,1
528,YDL093W,725881.1238,754290.8681,699856.1772,465480.2587,529488.5321,500098.5099,0.000930433,0.474694205,0.000712128,743,0.005155575,TRUE,2
1875,YIL040W,653139.2377,661350.2683,703713.0037,541716.6698,551539.0073,537642.597,0.000936473,0.407261947,0.001344524,744,0.00518207,TRUE,1
1449,YGL246C,659926.5269,668662.854,712547.366,548530.6741,537972.1641,524614.7056,0.000937759,0.462008942,0.001261129,745,0.005182219,TRUE,5
453,YCR083W,697104.5471,691342.1878,690813.9429,551733.7983,530570.374,495261.3026,0.000943204,0.491062728,0.000545447,746,0.00520532,TRUE,1
627,YDL226C,652994.7963,647807.6814,648012.7122,554617.91,580880.034,551863.8273,0.000946432,0.331001649,0.00075316,747,0.005216143,TRUE,22
290,YBR200W,697083.9251,688764.2533,659469.4259,517533.8949,557880.9292,530984.8538,0.00095391,0.421666762,0.000884388,748,0.00525033,TRUE,5
2352,YKL165C,552994.7329,565197.1201,553587.6476,651347.1351,621446.4727,639359.7741,0.000955045,0.295454409,0.001105513,749,0.005249559,TRUE,4
3339,YNL264C,665582.4644,668085.4717,641370.9786,548644.347,571123.4524,544345.6381,0.000974432,0.457543189,0.000955661,750,0.005348982,TRUE,7
2261,YKL041W,695690.4675,697829.3568,676599.9034,516181.057,560238.7615,511034.941,0.000976541,0.384353433,0.000696961,751,0.005353421,TRUE,2
962,YDR472W,548519.3344,555184.0815,549414.4689,634163.8755,667019.4455,631449.7121,0.00097672,0.689883231,0.001312624,752,0.005347284,TRUE,7
44,YAL049C,484947.2084,508058.9515,524192.4284,662094.5283,719045.7681,667040.7062,0.000988189,0.672443694,0.001183512,753,0.005402887,TRUE,8
3579,YOR051C,862416.5547,900423.3291,702276.6054,426548.1563,403569.2604,416296.6707,0.000988604,0.698618426,0.002653256,754,0.00539799,TRUE,9
2586,YLR116W,543532.2327,557313.1148,554409.8144,662650.5285,635643.2851,629122.793,0.00098933,0.416472457,0.001214982,755,0.005394798,TRUE,4
2977,YMR098C,475827.2788,482894.507,531587.6876,669470.5399,706317.4891,693692.1379,0.000989809,0.669359413,0.000721305,756,0.005390267,TRUE,2
1591,YGR192C,794495.012,744511.8223,775176.305,494762.8049,409047.8781,473513.0725,0.0009967,0.662831436,0.000456332,757,0.005420628,TRUE,304
3592,YOR075W,689590.0354,724600.0877,693811.8546,524948.9046,542811.5401,487380.3642,0.001002986,0.484743998,0.00072899,758,0.005447615,TRUE,2
2013,YJL044C,688494.5487,669932.8311,697252.395,518851.4994,562632.9593,519885.8647,0.001012693,0.289020319,0.000786405,759,0.00549309,TRUE,8
4109,YPR185W,716097.0991,678636.7397,722666.8384,501269.5592,549237.8352,500783.2281,0.001017983,0.276045679,0.000868798,760,0.005514522,TRUE,3
289,YBR199W,688033.4851,705029.8884,708108.3967,499218.7217,556180.2178,508235.6267,0.001019275,0.365053943,0.000669364,761,0.005514267,TRUE,9
652,YDR031W,456645.8726,507101.3996,490439.7154,663125.5925,735053.4701,700739.324,0.001024851,0.540199981,0.001090125,762,0.005537153,TRUE,3
2887,YML102W,539087.2639,552779.5417,566108.5169,629147.3871,650582.0121,648111.3033,0.00102776,0.600851888,0.000957357,763,0.005545593,TRUE,5
2723,YLR337C,679718.6911,686861.642,703388.0898,528192.6112,557414.5308,503527.4201,0.001034643,0.355908059,0.000718342,764,0.005575428,TRUE,4
2922,YMR015C,310253.8721,288335.3961,293555.2213,889355.9047,1016123.644,674015.2521,0.001037896,0.713457619,0.004926996,765,0.005585643,TRUE,18
3646,YOR149C,698332.3912,703676.9387,651878.6123,517601.5517,548238.8259,531650.5566,0.001039912,0.525522936,0.001236828,766,0.00558919,TRUE,2
1023,YEL021W,1029367.701,1098817.313,730870.465,282126.06,317895.4801,314936.9146,0.001042063,0.621133866,0.004645846,767,0.005593445,TRUE,13
1425,YGL213C,657863.3516,680343.4279,637614.0942,562266.5487,547307.188,550528.849,0.001048768,0.760473582,0.001322425,768,0.005622105,TRUE,3
3151,YNL005C,375888.3086,369693.5212,394762.3488,853108.2484,659085.8825,828732.3076,0.001053191,0.373844413,0.002875091,769,0.005638475,TRUE,11
1210,YFL014W,46850.85956,49619.8874,90623.92017,1183382.229,1400304.405,604094.4505,0.001055116,0.696304887,0.01368017,770,0.005641447,TRUE,1
3762,YOR321W,699035.1821,787550.0536,769946.8551,441583.4456,486503.0371,503512.1714,0.001059113,0.581663218,0.001102083,771,0.005655474,TRUE,3
3472,YOL045W,670716.4638,741087.4111,685512.3359,503780.0712,522329.1832,534313.2965,0.00105988,0.698192465,0.001517522,772,0.005652235,TRUE,8
3367,YNL304W,527377.5866,519507.7545,530127.4304,647415.4028,702663.3214,647961.1215,0.001060834,0.787370291,0.001652812,773,0.005650005,TRUE,1
951,YDR458C,486596.4893,496353.1526,523718.9765,651710.3171,721570.8901,683986.6817,0.001061883,0.714194256,0.001346106,774,0.005648286,TRUE,4
370,YCL028W,666771.2816,667032.1291,686134.7138,536773.5425,568304.6608,525199.0679,0.001064516,0.324556026,0.000833983,775,0.005654984,TRUE,5
3458,YOL025W,699398.513,707114.7667,707706.9326,498404.5928,556003.0523,498597.3733,0.001065934,0.347210821,0.000640878,776,0.005655217,TRUE,2
1777,YHR105W,667685.8104,712079.3881,718037.1276,512187.7936,548872.8015,504827.8766,0.001066033,0.437115107,0.001063289,777,0.005648467,TRUE,2
735,YDR153C,560938.5729,577723.0073,573313.4408,623293.2647,636171.9108,622870.9547,0.001073802,0.544120603,0.001035249,778,0.005682319,TRUE,7
2249,YKL024C,696664.2821,685407.9318,727809.9106,507171.9635,551790.2002,498822.4994,0.001078852,0.300907842,0.000895054,779,0.005701712,TRUE,10
864,YDR335W,665040.9103,673425.225,642755.1358,538635.2649,568874.2347,551298.9057,0.00108541,0.487229917,0.0010602,780,0.005729014,TRUE,12
3892,YPL132W,483747.1795,454375.6117,479497.2872,668916.414,773903.8174,690937.9569,0.001086228,0.813594187,0.001994015,781,0.005725995,TRUE,1
1616,YGR227W,683902.095,696624.3184,762245.0888,503085.4716,532052.1683,495548.0003,0.001089531,0.367886497,0.001575919,782,0.005736062,TRUE,3
1451,YGL250W,519260.1341,522340.4505,498619.0373,637081.6577,685783.7056,700907.7162,0.001091073,0.530023538,0.001452556,783,0.005736844,TRUE,2
3610,YOR101W,671876.8792,656590.7849,666659.9526,545521.4072,572503.1909,531869.2154,0.001091286,0.305651624,0.00083554,784,0.005730645,TRUE,5
2082,YJL154C,688242.1595,679767.1137,726133.7775,506293.5017,552832.3564,511532.7383,0.001107748,0.304301828,0.001042823,785,0.005809682,TRUE,5
3120,YMR289W,698081.733,679274.7329,742094.469,499534.2686,544431.373,506254.8314,0.00111777,0.297029819,0.001233286,786,0.005854781,TRUE,4
3578,YOR048C,633642.0677,664795.8301,663120.7866,549748.3692,569793.1308,556687.225,0.001121383,0.51501786,0.001245699,787,0.005866243,TRUE,19
2670,YLR251W,452264.7435,391152.5569,465122.5677,718812.7345,793275.2709,712757.3517,0.001122235,0.833465042,0.000899778,788,0.005863251,TRUE,1
3234,YNL119W,509837.0513,506117.8967,524227.4351,653258.4561,719294.1648,657171.3054,0.001123353,0.785177781,0.001790809,789,0.005861654,TRUE,6
1552,YGR135W,696721.7626,699543.1618,704916.7622,499821.3704,558649.3296,505400.986,0.00112838,0.33432874,0.000692152,790,0.005880434,TRUE,10
1846,YHR208W,433379.6843,430819.5701,441919.5172,825837.4735,723732.8122,666464.7659,0.001129006,0.520789547,0.002905697,791,0.005876256,TRUE,39
1381,YGL141W,699715.0558,683055.0996,700171.103,520041.2973,558544.3654,500128.059,0.001129809,0.308679842,0.000739681,792,0.005873011,TRUE,5
2635,YLR201C,443802.9488,463884.3114,498767.1586,734731.685,743589.1377,661713.0571,0.001129864,0.642200571,0.001314654,793,0.00586589,TRUE,3
1,Q0055,472701.5684,473359.1699,533074.0006,704039.579,682384.8471,689555.5343,0.001135303,0.596418527,0.00069314,794,0.005886703,TRUE,2
1658,YGR282C,676058.5539,680929.9512,656343.0975,527013.5627,568315.4638,538128.8372,0.001135757,0.415839357,0.000934465,795,0.005881652,TRUE,8
4046,YPR097W,648108.2816,677887.2895,644048.3629,544497.7022,567325.4811,555776.422,0.001139161,0.591868173,0.001298924,796,0.005891865,TRUE,22
3740,YOR287C,630736.9659,615160.2503,631416.4697,579613.4808,581527.0981,583844.6418,0.001139492,0.343125859,0.001265066,797,0.005886185,TRUE,1
24,YAL022C,651696.3583,673434.6054,715533.9096,532673.8575,545059.7389,534669.6095,0.001148873,0.446550881,0.0017225,798,0.005927208,TRUE,3
3344,YNL272C,672262.9176,676490.3472,674922.0148,519226.9503,568538.9631,538612.8928,0.001150474,0.36071076,0.000775703,799,0.005928035,TRUE,9
494,YDL045W-A,514518.347,505793.216,456536.1606,682158.731,675269.629,714110.7527,0.001172828,0.406653233,0.000790607,800,0.006035665,TRUE,2
3692,YOR220W,532757.6507,531008.1936,519340.3372,636726.8311,697212.0109,657594.1667,0.001177407,0.702593663,0.001718755,801,0.006051664,TRUE,7
1634,YGR252W,501610.2965,481810.291,519196.3343,657626.1901,730258.1169,673789.5398,0.001183159,0.822949978,0.001608899,802,0.006073649,TRUE,3
1213,YFL017W-A,544204.273,572010.8265,563662.1021,636370.5654,641179.0253,630841.1935,0.001185621,0.441084289,0.000964124,803,0.006078706,TRUE,1
1408,YGL189C,525385.8404,498985.7981,524783.8284,666185.5825,709264.7912,646057.713,0.001191383,0.829412252,0.001566502,804,0.006100652,TRUE,12
918,YDR407C,634861.2981,630105.1496,643293.2608,585048.8596,570904.3213,563115.9648,0.001192674,0.483272778,0.001088625,805,0.006099674,TRUE,6
339,YBR271W,662523.8721,643971.0097,670781.0054,540503.2895,572953.0951,551483.382,0.001193344,0.277509392,0.001099603,806,0.006095531,TRUE,1
3730,YOR273C,468873.3683,508872.3648,513092.7486,651765.3073,705528.2394,709880.092,0.001196929,0.530741007,0.001200419,807,0.006106267,TRUE,2
1344,YGL086W,700086.6752,686344.5508,698946.7095,501580.9189,560550.5351,514707.9301,0.001199387,0.307700656,0.000772842,808,0.006111235,TRUE,12
480,YDL020C,727819.8966,785752.1411,692364.8666,516608.5375,491063.2975,460614.1759,0.001199944,0.670879999,0.001482721,809,0.006106513,TRUE,1
2785,YLR421C,640708.0752,661261.1021,657128.6258,559888.0712,575009.5149,543658.9048,0.001200499,0.449151867,0.001055565,810,0.006101794,TRUE,3
2312,YKL112W,624265.0247,647681.4877,655795.0753,565956.4551,570941.5948,566755.8824,0.001203931,0.550692595,0.001458522,811,0.006111695,TRUE,9
3527,YOL126C,414897.2507,406291.9314,459409.8728,723493.9579,836213.8478,692015.6972,0.001204712,0.790750129,0.0022862,812,0.006108129,TRUE,3
334,YBR262C,456116.5592,488369.6628,515162.0662,716925.273,715680.3165,661552.0977,0.001205502,0.58157312,0.001068198,813,0.006104614,TRUE,1
