,ProteinID,126 Vert Med,127n Vert Med,127c Vert Med,128n Vert Med,128c Vert Med,129n Vert Med,batch_p_value,null_batch_p_value,1 vs 2,i_value,BH_value,Significant?,PepPerProt
512,YCR094W,741290.0765,723926.6502,786318.8618,491414.5278,527114.1235,497933.6903,0.000268097,0.360543553,0.000343697,1360,0.000899112,TRUE,8
2244,YJL060W,658900.5263,663674.8404,661376.509,575792.193,586236.4503,563654.818,0.000268177,0.42947293,0.000207678,1361,0.000898718,TRUE,18
1803,YGR245C,559496.2721,554593.8713,557214.4646,662180.1553,671412.2099,641329.4774,0.00026985,0.657377644,0.0003577,1362,0.000903659,TRUE,23
1874,YHR003C,499857.1766,485046.5663,505369.6429,707725.8016,671906.4529,735815.0082,0.000272399,0.465473881,0.000431219,1363,0.000911526,TRUE,14
3876,YOL107W,697625.4275,671504.5976,709485.1475,552937.0844,538786.3934,557324.4334,0.000272921,0.482673238,0.000335155,1364,0.000912605,TRUE,2
136,YBL072C,541796.1995,547193.6377,548904.3397,686914.4883,650237.3545,662531.6178,0.000274173,0.410472948,0.000391662,1365,0.000916119,TRUE,79
4121,YOR279C,527069.0914,545837.6095,524089.0959,656694.3324,688015.9719,688555.3163,0.000279351,0.488737938,0.000315935,1366,0.000932738,TRUE,3
3699,YNL283C,425677.7478,446226.3496,440194.8359,693257.0161,765360.0473,802565.5591,0.000279505,0.519604665,0.000635723,1367,0.000932569,TRUE,2
4185,YOR367W,536374.0696,538284.5653,553369.1336,680452.0873,679382.6405,650758.3014,0.000279703,0.617870567,0.000328992,1368,0.000932547,TRUE,8
3182,YML092C,584065.0433,574832.0598,577860.2161,638830.9477,649229.9499,633866.2,0.000280028,0.709557051,0.000306121,1369,0.000932949,TRUE,31
1789,YGR220C,277153.4816,270731.2131,327314.987,907897.3678,753669.9158,940600.5225,0.000280462,0.473018041,0.000674579,1370,0.000933714,TRUE,8
2891,YLR167W,539974.057,547692.2053,526899.7083,687867.2145,653867.5736,674727.6158,0.000281439,0.356406113,0.000322248,1371,0.000936282,TRUE,28
182,YBR023C,543639.0452,548123.6163,532382.4516,674975.9012,649570.843,684091.9632,0.000281526,0.358224111,0.000349334,1372,0.00093589,TRUE,24
2408,YJR066W,707229.1351,713611.1164,689822.7971,521925.8672,558351.8534,543098.1731,0.00028397,0.46730595,0.00021745,1373,0.000943328,TRUE,33
3545,YNL085W,446387.7186,432541.1709,458489.485,793849.1368,692398.057,750467.1985,0.00028551,0.453345914,0.000588051,1374,0.000947753,TRUE,26
3678,YNL256W,676705.7587,697888.9159,663826.3553,554550.8351,557166.977,567851.436,0.00028677,0.673981129,0.000368624,1375,0.000951244,TRUE,23
1610,YGL253W,829710.2132,844937.5964,733973.8342,462328.0589,470478.8269,446726.7276,0.000287213,0.572620007,0.000636262,1376,0.000952021,TRUE,169
3064,YLR403W,483542.337,474212.8438,518691.6664,708326.0595,730970.4126,694387.2195,0.000288216,0.682999064,0.000220596,1377,0.000954648,TRUE,6
1271,YER109C,30925.51009,28171.8964,67856.06442,1084733.23,1040934.293,1079907.102,0.000288905,0.605517701,6.84E-07,1378,0.000956239,TRUE,2
1981,YHR123W,798213.4253,819141.4769,725831.5013,475755.0046,461697.1975,493450.6049,0.000289091,0.674791537,0.000514467,1379,0.000956159,TRUE,1
1820,YGR266W,567612.9242,566940.1966,570640.2298,649098.4133,661947.4369,637109.4871,0.000289372,0.67420429,0.000367794,1380,0.000956396,TRUE,27
2460,YJR132W,753130.5081,740664.4512,743857.2334,488197.5846,540927.3976,495211.4787,0.000289823,0.371392284,0.00014982,1381,0.000957193,TRUE,20
559,YDL059C,786871.0164,754493.7001,783156.9101,458517.7808,520253.2968,476933.4381,0.000290706,0.352424992,0.000159142,1382,0.000959412,TRUE,3
2580,YKL127W,638226.4829,641670.9769,646759.3031,596622.275,584366.3038,589345.2082,0.000292122,0.619504971,0.000275025,1383,0.000963391,TRUE,26
1187,YER014W,696650.3353,733799.12,682695.5958,533809.0029,545509.9276,541244.0642,0.000293013,0.632199228,0.00046414,1384,0.00096563,TRUE,14
2097,YIL066C,493023.7022,518143.2043,497462.8692,670866.0455,727243.3599,707418.8405,0.000293591,0.54059008,0.00040069,1385,0.000966836,TRUE,7
4252,YPL067C,541391.0939,563294.3296,559397.6837,661440.3274,649928.4983,668439.8745,0.00029434,0.376638711,0.000260601,1386,0.000968603,TRUE,3
3661,YNL239W,679704.9679,717529.3945,676454.4641,552276.6945,546834.025,552982.7594,0.000294999,0.70530409,0.000457317,1387,0.000970073,TRUE,29
1137,YEL024W,87845.99027,90623.81995,130702.168,1044729.904,755013.7634,1239136.538,0.000295174,0.463569874,0.002994622,1388,0.000969949,TRUE,12
2033,YHR195W,596087.5926,585834.5372,586270.2746,629771.9129,632966.0212,633122.4409,0.000297364,0.623441603,0.000268772,1389,0.000976442,TRUE,4
733,YDR045C,504732.2836,487691.6653,516818.4105,699258.1273,731393.28,676072.7994,0.00029867,0.72323349,0.000390073,1390,0.000980025,TRUE,5
801,YDR137W,685895.028,698058.2215,712844.7053,536464.1929,565681.5535,536029.9139,0.00029939,0.399169924,0.000259054,1391,0.00098168,TRUE,5
1926,YHR065C,546150.4227,541385.4737,556098.7892,647359.6714,679958.0891,670296.5081,0.000300168,0.679172019,0.000369832,1392,0.000983526,TRUE,23
3603,YNL158W,756243.8741,776369.4465,778028.1734,506050.6002,508487.5961,453124.2445,0.000300233,0.464143577,0.000131336,1393,0.000983032,TRUE,2
1428,YGL012W,672155.6716,709158.867,703218.2781,550075.6754,559204.347,538112.0707,0.000300462,0.533697966,0.000360477,1394,0.000983075,TRUE,10
4530,YPR159W,538945.3276,558218.2991,565710.1343,665918.2115,657551.5265,658706.612,0.000301834,0.465549758,0.000222453,1395,0.000986858,TRUE,15
1447,YGL037C,477961.7039,492305.9717,524124.0683,705759.9778,722194.0397,691762.8725,0.000303692,0.6096226,0.000211878,1396,0.00099222,TRUE,8
381,YBR271W,733225.31,710543.9782,719337.4564,528637.7746,549983.2768,504228.5898,0.000304219,0.373300107,0.000196603,1397,0.00099323,TRUE,3
4418,YPR006C,84662.64635,88412.13973,128507.439,1193892.141,744441.4465,1108002.742,0.000305858,0.457823281,0.002719009,1398,0.000997866,TRUE,7
668,YDL195W,650693.135,654787.7249,670269.4595,585183.2781,574133.0765,572967.9635,0.000306184,0.524753823,0.00033784,1399,0.000998215,TRUE,52
3499,YNL027W,555536.0937,561402.6911,578050.3623,651592.2324,648870.7657,655758.7895,0.000306408,0.533031174,0.000244765,1400,0.000998235,TRUE,7
4109,YOR265W,673638.8799,714249.9891,692491.6213,559809.8275,549170.1115,539923.3905,0.000306608,0.643954258,0.000386959,1401,0.000998171,TRUE,9
2454,YJR125C,572035.8732,583320.8084,582203.1036,642676.0943,646181.9472,633321.6819,0.000306757,0.536808326,0.000304182,1402,0.000997944,TRUE,15
2704,YKR065C,471734.785,502287.4818,497851.9694,744005.4846,708595.9019,682244.3931,0.000308017,0.461077436,0.000402115,1403,0.001001329,TRUE,2
408,YCL017C,529317.1225,534927.5392,553567.3452,685762.9744,677290.9115,655795.9334,0.000308252,0.583395731,0.00031773,1404,0.00100138,TRUE,17
4363,YPL208W,682054.1373,670017.6411,668719.0202,558642.8459,580675.9699,556192.3271,0.000308859,0.370238485,0.000256827,1405,0.001002639,TRUE,14
4436,YPR029C,699080.908,687006.5207,680879.2141,554768.0264,568222.6539,535471.8772,0.000309151,0.407360263,0.000236613,1406,0.001002872,TRUE,10
367,YBR255W,716635.0011,680160.5899,697881.5719,539283.914,561645.323,535471.3864,0.000309394,0.339844428,0.000330379,1407,0.001002948,TRUE,2
2277,YJL102W,413228.8105,391444.7983,438886.0178,805414.5132,805178.6544,709889.5925,0.00030975,0.668020405,0.000489015,1408,0.001003388,TRUE,11
1254,YER087W,511075.6453,496277.0848,511938.5576,683392.4512,735820.1829,679094.4171,0.00031001,0.728985221,0.00052131,1409,0.001003516,TRUE,10
3106,YLR454W,699482.2335,700332.887,682172.2058,537894.8096,569128.524,539688.6808,0.000312452,0.425643431,0.000245316,1410,0.001010706,TRUE,26
2221,YJL026W,494640.7836,498096.5497,490887.984,715023.9754,666206.6757,738137.4919,0.000312533,0.372442653,0.000573636,1411,0.00101025,TRUE,52
807,YDR143C,820996.1396,799362.2835,775965.0612,427850.0887,497137.8216,469803.0186,0.00031304,0.418628416,0.000154392,1412,0.001011172,TRUE,4
2093,YIL062C,673691.2785,689851.9895,716048.1391,558858.2272,550609.4275,542022.7502,0.000313898,0.506725449,0.000423171,1413,0.001013226,TRUE,13
3330,YMR150C,689279.8257,700493.5685,716462.1538,523005.1698,556083.6962,550742.8817,0.000313984,0.438916087,0.000252842,1414,0.001012787,TRUE,2
3691,YNL272C,682446.952,681510.0751,703559.8658,563108.5624,561079.007,536156.548,0.000314068,0.427747791,0.000272185,1415,0.001012341,TRUE,12
3265,YMR070W,432199.3185,399375.6011,461337.9687,796741.9825,750215.5104,730699.9161,0.000316218,0.625267548,0.000245394,1416,0.001018552,TRUE,4
138,YBL075C,180223.6687,169145.1363,239749.9211,995001.9554,793884.8432,1038974.336,0.000317672,0.50970367,0.000685627,1417,0.001022512,TRUE,15
1536,YGL150C,657414.3123,662055.1008,658047.1608,577103.0845,588093.3859,565490.2947,0.000318238,0.429195864,0.00025045,1418,0.001023612,TRUE,25
344,YBR229C,666404.0263,682307.2231,659794.9518,556823.9995,572687.5323,575003.2658,0.000318295,0.585000857,0.00032341,1419,0.001023075,TRUE,13
2597,YKL146W,702321.9136,703085.4384,665637.1846,545448.1838,558743.8271,548673.5477,0.000318497,0.54273154,0.000427451,1420,0.001023004,TRUE,6
3366,YMR196W,417345.1865,413037.6133,465141.8018,743817.0801,807314.0486,730105.9965,0.000319043,0.692549285,0.000348658,1421,0.001024035,TRUE,11
569,YDL073W,725035.5197,726200.5269,677220.0532,530129.1611,543731.0545,532431.4822,0.000319792,0.55139458,0.000475896,1422,0.001025718,TRUE,10
3865,YOL090W,711980.1607,756319.9788,696613.6424,515784.7382,525325.5911,537364.8463,0.000320508,0.666164308,0.000498977,1423,0.001027293,TRUE,19
997,YDR379W,661470.1784,660182.1181,656833.6961,563758.7701,586031.871,579380.794,0.000322344,0.42595291,0.000249209,1424,0.001032452,TRUE,11
4421,YPR010C-A,109841.79,120531.3286,189042.7214,1070914.08,939571.4901,963827.3622,0.000323694,0.554936909,5.63E-05,1425,0.001036048,TRUE,1
1162,YEL055C,735638.2517,732273.0191,689195.3735,539802.5597,510136.5908,531527.3786,0.000324913,0.67533581,0.000381715,1426,0.001039221,TRUE,37
4526,YPR154W,762660.7954,787718.0655,755217.4145,457586.181,520177.366,491858.1255,0.000325324,0.455366435,0.000172642,1427,0.001039806,TRUE,4
3360,YMR189W,817412.16,870852.4977,737095.0032,447946.2211,453666.9778,464178.2175,0.000325489,0.651956823,0.000837052,1428,0.001039605,TRUE,25
1794,YGR232W,705265.4629,752026.0735,694646.7763,540073.5235,526865.2438,522394.7902,0.000325634,0.685659056,0.000522828,1429,0.001039341,TRUE,5
4353,YPL194W,687195.988,695309.2758,676198.52,537635.841,568816.3307,558536.3732,0.000326007,0.477490082,0.000255193,1430,0.001039803,TRUE,10
4244,YPL057C,512284.7782,496327.9082,519325.8954,674871.1641,729841.7506,686713.491,0.000326596,0.736592819,0.000480171,1431,0.001040955,TRUE,7
3165,YML071C,670197.6078,704449.2498,669528.3875,558960.2685,562621.348,554968.2989,0.000328412,0.647734921,0.000475996,1432,0.001046011,TRUE,9
310,YBR181C,461573.4832,484804.9802,461380.6125,772244.6482,685902.4666,722447.6616,0.00032899,0.354781424,0.000600223,1433,0.00104712,TRUE,42
3724,YNL313C,667962.7053,679888.2789,656178.127,568972.3083,559406.9282,578196.6388,0.000329061,0.721643361,0.000343212,1434,0.001046617,TRUE,40
723,YDR032C,679811.4488,701254.0672,715446.6317,539534.9485,563193.8862,536073.6174,0.000329236,0.431253011,0.000340657,1435,0.001046443,TRUE,18
3009,YLR330W,525324.7602,549612.0551,545258.5485,684374.0893,677046.2497,655129.4949,0.000334218,0.484167553,0.000331726,1436,0.001061538,TRUE,7
1900,YHR035W,489049.2639,468702.8841,463347.5772,676852.2014,746138.7661,749675.7743,0.000336434,0.612630859,0.000554571,1437,0.001067833,TRUE,2
3153,YML057W,708100.0916,729408.738,680678.285,531160.5248,552481.5972,532747.9344,0.000337361,0.550394814,0.000437727,1438,0.00107003,TRUE,13
4547,YPR176C,655424.5133,666443.3316,675341.9252,573299.1015,581461.3836,561498.7679,0.00034155,0.439327312,0.000330693,1439,0.001082563,TRUE,5
2287,YJL122W,461173.7541,506990.6762,452468.0227,723371.9612,707844.8661,739932.4988,0.000342551,0.347412477,0.000203629,1440,0.001084982,TRUE,6
704,YDR003W,513933.7789,533223.1779,549636.9899,668334.3191,677631.1215,689529.8711,0.000343829,0.513122209,0.000260567,1441,0.001088275,TRUE,4
844,YDR186C,492807.524,531075.3632,524596.5913,676717.6619,703740.5898,694315.6153,0.00034533,0.491215694,0.000248841,1442,0.001092266,TRUE,13
2933,YLR220W,486855.6722,509470.5283,498165.7448,690068.184,679704.589,743067.6452,0.000345451,0.385953819,0.00056932,1443,0.001091894,TRUE,11
1596,YGL232W,709883.791,721963.2819,677307.3625,541350.1604,527437.5394,552073.9381,0.000346331,0.701831504,0.00042257,1444,0.001093915,TRUE,24
656,YDL177C,1378713.539,1361300.218,1255579.502,18396.6214,36584.23616,55883.37276,0.000346397,0.509804606,5.41E-06,1445,0.001093368,TRUE,1
394,YBR288C,665721.3647,649153.8617,656783.4638,570842.9786,587802.4744,575826.0115,0.00034782,0.339548748,0.000339791,1446,0.0010971,TRUE,17
3938,YOR040W,646088.4042,653792.481,652513.9448,577721.8657,594084.9841,579151.8939,0.000350749,0.422332455,0.000307425,1447,0.001105574,TRUE,6
2976,YLR285W,742656.8816,797942.5321,719741.1606,500806.1509,482882.3005,516681.0765,0.000350877,0.734334275,0.00054904,1448,0.001105213,TRUE,5
3660,YNL238W,696576.972,696363.4026,702279.4496,549512.9502,564442.9383,524049.9585,0.000353202,0.400102383,0.000217786,1449,0.001111769,TRUE,10
3356,YMR184W,692344.2658,677291.0211,679769.6645,546047.9551,576232.8852,550695.634,0.000353624,0.355638566,0.00027855,1450,0.001112329,TRUE,8
498,YCR075W-A,797745.9214,783799.7965,831935.1808,448743.7042,505342.328,434408.9982,0.000354176,0.352556241,0.000192205,1451,0.001113298,TRUE,4
1243,YER074W-A,642758.21,637757.0838,630816.0378,592181.9294,597546.6596,592066.6627,0.00035435,0.463497451,0.000380795,1452,0.001113079,TRUE,1
3217,YML131W,1076269.901,1121610.838,814324.3393,272408.0716,308761.2734,304113.2396,0.000354439,0.579335822,0.001824136,1453,0.001112593,TRUE,12
1482,YGL079W,657659.0889,653302.8655,660414.4714,565845.1305,585027.9551,584262.9532,0.000354681,0.410189371,0.000283297,1454,0.001112587,TRUE,5
3269,YMR074C,710585.7648,709415.3299,726102.9889,523561.3391,559573.7942,515613.5845,0.000354812,0.362606945,0.000233017,1455,0.001112232,TRUE,4
338,YBR220C,688809.5323,693157.6764,669721.2131,543778.0639,572297.9434,554155.7334,0.000355215,0.465770953,0.000321301,1456,0.00111273,TRUE,5
4558,YPR189W,675252.6154,667526.1235,680594.5849,561269.148,551069.0289,579843.4988,0.000356193,0.589176408,0.000280914,1457,0.001115027,TRUE,37
2353,YJL213W,29143.84789,27569.25445,68393.19128,1031899.4,1163761.209,1021951.923,0.000356979,0.634802213,2.69E-05,1458,0.001116722,TRUE,2
4488,YPR105C,656618.1663,646739.1658,639742.8914,584109.6153,590946.6827,581250.7619,0.000359116,0.433948791,0.000392802,1459,0.001122637,TRUE,20
2388,YJR044C,741401.3053,756733.8772,771684.3789,509760.0631,524661.3044,466811.6146,0.00036116,0.426298419,0.000190748,1460,0.001128253,TRUE,1
2565,YKL106W,705909.8928,690916.2219,681458.3789,535423.2812,568811.9436,544815.8109,0.000363589,0.390780898,0.000304988,1461,0.001135065,TRUE,18
353,YBR238C,692933.5067,710192.8897,686682.272,538784.5372,568105.7355,534452.3439,0.00036451,0.459247905,0.000297579,1462,0.001137162,TRUE,16
2427,YJR091C,697372.2019,687608.4925,667923.0978,542696.2639,568725.5108,556847.1083,0.000365194,0.452308681,0.000364905,1463,0.001138517,TRUE,14
3311,YMR126C,661203.4349,641883.0189,658023.4394,586478.8151,576005.7474,579704.6571,0.000365901,0.452683999,0.000408437,1464,0.001139942,TRUE,1
1704,YGR117C,663808.3267,663606.1931,661547.8046,563214.3349,588153.5215,570110.2518,0.000365971,0.386766347,0.000282301,1465,0.001139381,TRUE,10
1471,YGL065C,688951.412,688149.0479,702159.1086,546867.3756,570771.7248,533722.5105,0.000366854,0.367588492,0.000264903,1466,0.00114135,TRUE,13
4118,YOR275C,536316.0719,541623.1925,547801.9491,692374.4391,668149.5925,650566.3159,0.000368253,0.515275942,0.000516144,1467,0.001144924,TRUE,5
3388,YMR219W,739254.6827,754009.5901,693123.6736,503632.1303,523455.6672,532419.838,0.000368542,0.598263159,0.000494186,1468,0.001145042,TRUE,16
3755,YNR023W,552734.5399,572051.5859,573683.7392,649237.4454,656478.8309,648303.5191,0.000369409,0.509157773,0.000293229,1469,0.001146952,TRUE,9
4157,YOR326W,685130.7737,691889.2844,719390.5645,541024.2264,563815.7519,534105.5563,0.000369704,0.384120576,0.000380923,1470,0.001147088,TRUE,58
606,YDL116W,706075.667,738134.1313,685745.3813,521654.2113,538608.6073,546102.1225,0.000371657,0.631988952,0.000493451,1471,0.001152366,TRUE,15
4522,YPR148C,557211.323,570550.0493,571005.4538,662793.014,641765.979,647611.7775,0.000373091,0.39595923,0.000398058,1472,0.001156026,TRUE,17
195,YBR039W,309828.3901,294976.0015,336958.0395,951193.714,724488.7933,871744.2,0.000374052,0.446173264,0.001372513,1473,0.001158216,TRUE,20
2282,YJL111W,670848.5042,667498.6164,689255.4737,566108.9953,575482.733,550613.9816,0.000374385,0.375176291,0.000352592,1474,0.00115846,TRUE,56
3517,YNL052W,78554.03441,81499.19674,121220.3345,1174908.886,716610.8083,1167441.641,0.000375946,0.450795103,0.00368718,1475,0.001162502,TRUE,7
6,R0030W,399173.2452,431859.6017,412216.1143,850368.9355,722224.3526,739989.6908,0.000376066,0.384201179,0.000981281,1476,0.001162084,TRUE,1
1729,YGR147C,503935.0636,495694.6974,504660.359,669470.0031,742160.5306,698503.2854,0.000376969,0.704452378,0.000692991,1477,0.001164085,TRUE,4
1963,YHR105W,671003.8877,692469.0952,677743.527,575288.8562,557572.4281,546388.9012,0.000377946,0.623861125,0.000331511,1478,0.001166313,TRUE,2
1695,YGR102C,384792.7508,364812.5925,421987.238,769332.9154,869842.1064,742796.8733,0.000378121,0.732748478,0.000666322,1479,0.001166065,TRUE,5
1624,YGR010W,670377.2173,703304.6802,668258.554,566381.4552,555597.8222,555665.5608,0.000378404,0.709624795,0.000519276,1480,0.001166149,TRUE,7
3875,YOL103W,669228.6804,687054.196,665430.1391,578548.4011,560406.6852,554843.1007,0.000379899,0.662486444,0.000364903,1481,0.001169967,TRUE,1
3668,YNL246W,510782.786,515627.0965,528952.5407,677232.6616,722953.9083,670273.9322,0.000383602,0.692872246,0.000590773,1482,0.001180571,TRUE,1
3698,YNL282W,784474.2754,794578.3438,741933.1058,452447.9386,485143.8628,514389.6568,0.000385165,0.569844021,0.000274168,1483,0.001184585,TRUE,3
4290,YPL112C,558241.528,564704.7115,536246.1873,658642.8349,665936.2677,657570.0779,0.000386337,0.461872893,0.000280609,1484,0.001187386,TRUE,16
3427,YMR266W,858734.9187,853343.1418,740836.0603,435781.3765,470969.1718,436839.4734,0.000387124,0.517036617,0.00077096,1485,0.001189006,TRUE,24
1173,YEL071W,1004998.967,1073678.552,787310.8028,331921.3603,339432.9011,333222.5264,0.000389298,0.622420161,0.001986955,1486,0.001194878,TRUE,28
2887,YLR153C,538981.1058,546689.8977,511010.2842,683734.4736,666826.0762,679675.8586,0.000389306,0.379828833,0.000270583,1487,0.001194098,TRUE,61
1197,YER023W,705092.974,675939.8157,704950.7977,552111.7764,561429.6332,531060.8558,0.000389918,0.344686407,0.000370455,1488,0.001195171,TRUE,19
3053,YLR389C,661298.9252,680911.483,651605.0792,576582.3809,567809.5504,571046.4948,0.00039056,0.717268795,0.000497637,1489,0.001196337,TRUE,33
3908,YOL149W,689192.3304,741311.1863,688256.9105,539877.6194,539684.3662,537122.5108,0.000391452,0.686368087,0.000675782,1490,0.001198262,TRUE,7
1634,YGR026W,830073.8889,785291.1202,784267.6925,421850.036,482860.9271,486190.3494,0.000391814,0.430989974,0.000199938,1491,0.001198567,TRUE,5
2204,YIR038C,759395.4127,835374.1436,740533.0041,471664.0051,465679.1339,503531.5579,0.000392886,0.720146307,0.000676239,1492,0.001201041,TRUE,8
3492,YNL021W,696690.3458,735932.4538,690944.7465,537765.1606,522192.5351,551100.8926,0.000393559,0.749452163,0.000481951,1493,0.001202293,TRUE,8
3256,YMR055C,486099.165,464714.0549,485092.1648,689474.5757,771510.6819,704685.4739,0.000394001,0.743413178,0.000742141,1494,0.001202836,TRUE,1
416,YCL030C,851762.9147,881210.6283,741123.3904,434235.2743,460153.1867,432237.185,0.000394012,0.566999036,0.000929354,1495,0.001202065,TRUE,59
1525,YGL136C,475885.5337,445330.6118,469556.3693,724710.4751,784791.7408,692329.7034,0.00039459,0.742696423,0.000702597,1496,0.001203025,TRUE,1
1867,YHL038C,431023.3737,396864.9731,456144.5465,750360.119,813552.5087,725345.5665,0.000395006,0.747121511,0.000435097,1497,0.001203487,TRUE,4
1507,YGL112C,663020.7812,691747.7843,665667.711,573548.928,556618.8073,564587.5338,0.000396294,0.744077401,0.000473958,1498,0.001206607,TRUE,13
2349,YJL208C,471004.0604,480183.6431,517938.6555,719755.3961,732512.415,688136.8387,0.000396531,0.634577493,0.000329197,1499,0.001206522,TRUE,19
2485,YKL009W,523984.9515,549293.3727,555763.0313,678858.6725,664355.2736,666136.7965,0.000399054,0.444620989,0.000292452,1500,0.001213391,TRUE,22
2780,YLR006C,569166.3836,552210.4674,574069.9164,650781.1108,658805.8978,646024.4064,0.000399982,0.742396921,0.000336556,1501,0.0012154,TRUE,7
1660,YGR060W,527373.3298,546598.1957,509801.1353,666642.5554,680886.4795,694331.5932,0.000400156,0.410528085,0.000328288,1502,0.001215121,TRUE,4
917,YDR291W,702050.7362,712521.8133,686885.509,524088.2468,562994.7946,543971.8358,0.000400795,0.464057695,0.00031163,1503,0.001216251,TRUE,12
3560,YNL103W,657112.8659,683512.7908,677296.1639,558908.0384,561411.5946,577862.0041,0.000403876,0.653391598,0.000429066,1504,0.001224785,TRUE,4
3577,YNL125C,842311.2219,828674.7279,871607.4645,450346.5434,456649.1178,377474.1042,0.000404824,0.414239609,0.000122224,1505,0.001226844,TRUE,1
797,YDR129C,688199.9174,685312.1691,687667.1525,548583.2972,576290.5543,539920.4384,0.000405071,0.367500925,0.000275799,1506,0.001226777,TRUE,46
4498,YPR116W,476426.4633,447091.5913,495989.3385,713981.5232,763125.9406,702357.6103,0.000405876,0.752694428,0.00041481,1507,0.0012284,TRUE,3
718,YDR023W,663013.2317,665325.9289,660353.5748,587731.5685,570877.3775,561852.5634,0.000408402,0.575216317,0.000317305,1508,0.001235225,TRUE,58
1513,YGL120C,670698.6296,678143.3794,685371.4501,573308.7373,568695.3404,544282.5186,0.000409437,0.471674699,0.000309954,1509,0.001237535,TRUE,43
2552,YKL089W,477866.7334,464812.9012,500592.8365,708429.5177,763102.4198,689718.9671,0.000410078,0.736472489,0.000602939,1510,0.001238652,TRUE,3
4326,YPL155C,542657.7461,540321.0326,558851.5864,654162.9949,686355.9856,659633.1781,0.000412472,0.720640146,0.000489605,1511,0.001245059,TRUE,5
4254,YPL069C,782830.9837,750189.7602,849056.4895,461329.6707,501319.5863,452271.4213,0.000413403,0.340219893,0.000597701,1512,0.001247045,TRUE,5
971,YDR350C,460547.2335,511495.7771,472608.3671,725561.037,690989.9895,736120.3571,0.000413532,0.324114046,0.000327757,1513,0.001246609,TRUE,2
324,YBR200W,669819.1237,656242.3723,644374.099,573415.1151,580392.93,579733.193,0.000414479,0.490953206,0.000504608,1514,0.001248639,TRUE,13
2838,YLR085C,581396.3232,592949.6217,588561.1364,632431.1368,638840.3036,630360.5446,0.000414622,0.511867467,0.000395929,1515,0.001248244,TRUE,6
3092,YLR436C,553478.8421,550655.411,541318.8013,651728.4451,687059.4463,656526.1575,0.000416549,0.661265231,0.000561353,1516,0.001253218,TRUE,6
1129,YEL013W,695243.6566,663580.9535,699433.5272,550133.5082,567004.219,549578.4967,0.000417563,0.318990757,0.000502518,1517,0.001255442,TRUE,18
3394,YMR225C,297089.853,362625.0929,289662.3606,810063.9269,785627.8216,946144.6943,0.00041819,0.347371677,0.000647081,1518,0.001256498,TRUE,2
3297,YMR111C,706605.3897,690421.6008,716972.0533,539021.1904,562813.2029,521848.2679,0.000418583,0.339560352,0.000322528,1519,0.001256851,TRUE,6
1051,YDR450W,566976.989,568689.6697,547269.8763,654040.7614,663125.9788,646597.9459,0.000419783,0.521499372,0.000364007,1520,0.001259625,TRUE,62
3429,YMR268C,493379.0414,485833.8054,526979.9874,701771.4558,727338.8278,681150.1816,0.000420818,0.704741334,0.000395712,1521,0.001261901,TRUE,4
378,YBR268W,406229.2959,409030.8937,463645.8323,717168.0757,802962.4646,773684.4563,0.000421903,0.6647672,0.00041862,1522,0.001264322,TRUE,1
2089,YIL053W,716473.8897,760250.6607,696100.4759,530294.7489,507742.0146,532617.5757,0.00042227,0.75215907,0.000612109,1523,0.001264593,TRUE,33
4351,YPL191C,755002.1685,725916.5911,702740.1367,505475.1946,545134.6311,512828.0971,0.000423964,0.405201032,0.000440457,1524,0.001268833,TRUE,3
2722,YKR086W,563162.8286,561398.5106,567112.1536,650384.8312,669388.2111,639552.4414,0.000424246,0.708068978,0.000552358,1525,0.001268844,TRUE,10
1253,YER087C-B,862490.4403,889167.0406,768821.7367,411922.5142,407477.7474,467605.4276,0.00042515,0.672075191,0.000571876,1526,0.001270715,TRUE,1
4035,YOR160W,647586.1173,663322.4205,672629.9833,579766.1661,579139.1326,568101.7356,0.000427471,0.509054024,0.000484945,1527,0.001276814,TRUE,22
1102,YDR513W,376049.1813,373522.1403,444091.4518,818588.0105,741715.293,795872.6636,0.000431331,0.530687231,0.00028235,1528,0.001287501,TRUE,16
1325,YER175C,480133.482,509697.9329,500833.989,668204.6841,725958.1551,726170.9972,0.000431539,0.530510625,0.000582353,1529,0.00128728,TRUE,3
3958,YOR070C,533438.3636,554061.3786,531365.1164,664014.6599,658001.3744,691854.7986,0.000432213,0.350671036,0.000488224,1530,0.001288447,TRUE,9
3001,YLR316C,499525.1644,496285.1508,466675.9486,718593.3164,745619.2288,676698.8233,0.000433656,0.587678701,0.000561606,1531,0.001291905,TRUE,1
3593,YNL147W,717913.4599,707331.7508,709787.3835,512690.6112,561344.7829,531515.681,0.000434319,0.367321858,0.000262942,1532,0.001293036,TRUE,5
4056,YOR195W,680651.8866,702652.0914,668081.5186,543627.6223,558662.9634,567289.3715,0.000436685,0.62853536,0.000483417,1533,0.00129923,TRUE,20
2249,YJL068C,661874.439,679294.3433,676887.2174,562334.6582,581887.3723,555478.7831,0.00043691,0.441372365,0.000381948,1534,0.001299053,TRUE,11
2529,YKL060C,663883.1918,688014.1887,686186.5045,576024.5542,550220.0223,555872.5143,0.000439529,0.675010116,0.000422254,1535,0.001305987,TRUE,192
243,YBR097W,721693.4919,723908.9875,690689.731,530466.3205,513280.6082,554943.9037,0.000439711,0.694776416,0.000376064,1536,0.001305679,TRUE,8
