MS2 Ratio,MS3 Ratio
1.03243208,1.282923543
-0.059195132,-0.091497059
1.435285646,1.3208348
-0.075562737,-0.190187374
-0.245761895,-0.150862476
0.210928604,0.32316865
-0.025564052,-0.034856302
0.216838879,-0.25960468
0.235498163,0.349889611
-0.135816576,-0.214782943
-0.418585014,-0.599015095
0.529609675,0.425525078
-0.068072431,0.191307983
-0.03018535,-0.124811105
-0.138215413,-0.043386092
0.35528553,0.713128444
-0.046180674,-0.044070198
-0.359848383,-0.346394876
0.158871394,0.007389893
0.100594543,0.135214987
-0.777810105,-1.449809113
1.257035971,1.510649137
0.47910045,0.481155758
0.301611979,0.930545138
-0.042487937,0.231037636
0.127362721,-0.834060615
0.419034236,0.864466072
-0.185112026,-0.062875291
0.200897738,-0.008070034
0.387243451,0.383276795
-0.806692866,-1.175751895
-0.030113181,-0.344870781
0.411711396,0.408087266
0.228635703,0.806024166
-0.35546466,-0.411427475
-0.374588717,-0.493903611
-0.161224387,0.133428561
-0.434275342,-0.447101689
-0.083242548,-0.082307464
-0.343840887,-0.12073156
0.42119773,-0.135776157
1.208427519,0.324275472
0.159159699,0.35059184
0.133689898,0.21920252
-0.556227803,-0.30050102
0.283720372,0.582427699
0.36074862,0.631321244
0.398563958,0.638792003
1.748903437,1.269817251
-0.072756941,0.0718041
0.274362257,0.266370701
0.306187865,0.108031154
0.836083026,0.916150836
0.238885373,0.316007953
-0.065703692,0.032031816
-0.523802999,-0.566596341
-0.605359846,-1.393796618
0.386639965,-0.189900587
-0.074253811,-0.992460597
-0.208111259,-0.184792439
0.253077607,0.58537936
-0.115903547,-0.147688846
-0.056852746,-0.529239655
-0.253960494,-0.421383508
-0.70955888,-0.834029669
-0.364003052,0.459282081
-0.16687573,-0.185026344
0.463021377,-0.056269178
-0.433162774,0.19428942
0.197900744,0.489676371
-0.215173589,-0.141770742
0.050801078,-0.109505061
0.157564797,0.3160499
-0.34045739,-0.296763367
-0.29381132,-0.300388065
0.435242098,0.289950806
0.016701631,-0.170947807
-0.037703888,0.159063632
-0.007248503,-0.030705846
-0.588462001,-0.236761791
0.384008329,1.218634662
0.297705418,0.750825005
0.454600946,0.771151872
-0.137712284,-0.086631087
0.329412074,-0.493584684
-0.475155908,-0.48871938
0.147359295,-0.706347089
0.591283181,0.446961182
0.032482783,-0.348494442
0.292075041,0.840749826
-0.381544181,-0.535496085
-0.012880134,-0.055434035
0.150340611,-0.014640423
0.173554372,0.308340324
-0.085897878,-0.211209142
-0.008063568,-0.025135697
1.216957744,0.83075017
-0.082953746,-0.077706702
0.528245259,0.95574315
-0.211877682,-0.356201917
-0.233403705,-0.254585093
-0.207112396,0.1076536
-0.409454188,0.164675278
-0.030671073,-0.011191796
0.208181164,-0.28382497
0.866270328,1.092748053
0.141864314,-0.111382502
-0.042886723,-0.207621216
0.454154894,0.582045373
0.384748344,0.291014593
0.728462311,0.842838784
0.019887284,-0.450580644
0.532702561,0.418204421
-0.458021409,-0.187881968
-0.186884608,-0.154578395
-0.183962052,-0.213236269
-0.358126107,-0.28686014
-0.009291874,-0.029228312
-0.223405423,-0.216481565
-0.324266343,-0.452065857
1.225431389,1.752878605
0.015840571,-0.5276303
-0.30132995,-0.498477425
0.236180189,0.280544261
-0.233066177,-0.184913726
-0.147151385,0.324599837
0.947228902,0.284727664
-1.603212547,-5.605072363
-0.513638775,-0.855518175
0.113002043,-0.074776439
0.47145071,1.760923973
0.349467357,0.136772775
0.061538393,0.053353375
-0.227774231,0.080227031
-0.151252535,-0.072751672
-0.4803169,-4.679654193
-0.190922852,-0.132185373
0.178610099,0.09268375
0.182460429,0.31948962
-2.448531419,-3.958912962
-0.928794598,-0.860376469
0.201131119,0.521791551
0.683813003,-0.508607144
1.505242224,1.922214358
-0.324534254,-0.491645838
-0.02367814,0.104825239
-0.636488054,-0.899140704
0.457245674,0.236213154
-0.605933646,0.731192997
-0.332695156,-0.058812806
0.113896278,0.117019575
-0.173372666,-0.27090323
0.718779719,0.729335056
-0.192525717,-0.195079261
-0.124209523,-0.005795723
-0.012880284,-0.29812297
1.122925684,1.154970315
-0.301721988,-0.326644591
0.074706063,0.280225078
-0.337089348,-0.344422048
-0.311167811,-0.38256686
-0.425904737,-0.468059397
0.279526006,0.52057991
-0.408760801,0.089571018
0.139703351,0.131348765
-0.345948932,-0.164494995
0.776173529,1.220477537
-0.027248814,-0.435652859
0.009343814,-0.125658505
-0.15837176,-0.184415078
-0.107899582,-2.759463956
-0.771605457,-0.940071071
-2.212988344,-3.123735657
0.065648567,-0.035179117
-0.089145072,-0.053373824
-0.62782065,-0.819303552
0.138341738,0.214589877
-0.040075464,-0.251261332
2.412203592,0.660287538
-0.737992682,-0.916471816
-0.541124977,-0.574243422
0.032138269,0.26731644
0.385352374,0.340936212
-0.55480546,-0.562174312
-0.091460481,-0.265402289
-0.379975722,-0.086814277
0.483330139,0.261505248
0.276387465,0.936047282
0.191090687,0.341999725
0.048625767,0.004024498
-0.300966082,-0.367685767
-0.219223183,-0.592283437
0.234804767,0.254363158
0.101353922,0.331454619
-0.326913037,-0.395704302
-0.006265925,0.158904118
0.358750566,0.434916118
-0.197825855,-0.235952674
-0.147430853,0.05786186
1.053153504,1.572606652
0.42221359,0.154537733
-0.15939668,0.135005791
0.651931912,0.048382732
-0.404854721,-0.568450764
1.150106504,1.119674573
-0.132942997,0.308689561
-0.47397048,-0.971566469
-0.301597795,-0.527870003
0.454672555,0.099309339
-0.362725578,-0.355287335
-0.152970271,-0.270172589
0.327043319,0.084305074
-0.263246994,-0.174171301
0.050436534,-0.15470879
-0.350666395,-0.488956326
0.220977937,0.443514666
-0.026747763,0.425653035
0.14152256,-0.080615297
-0.268123229,-0.24366256
-0.385006238,-0.175366312
0.469515796,1.329241465
-0.192747326,1.185644876
-0.138612249,0.078576624
-0.06586887,-0.333130238
-0.003615428,0.122263523
-0.34386967,-0.797593395
-0.343686152,-0.415451487
0.215155621,0.094453526
-0.08972801,0.779451811
-0.116804708,-0.073266054
-0.182719732,-0.195873086
-0.490813331,-0.542057847
0.245106532,0.221538045
-0.008445927,0.21595157
-0.084980802,-1.389808633
-0.803741515,-0.697887317
-0.175588443,-0.083512932
-0.071337535,-0.253211703
-0.206755933,-0.152195523
-0.718253018,-0.57019961
0.004713585,-0.200653301
0.366834714,1.27058072
2.195762823,1.999385769
0.481661255,0.31285605
0.302758042,0.065719238
0.106227498,0.001954012
0.642409697,0.294804783
-0.02372329,0.275677136
-0.000950289,0.552463674
-0.247739866,-0.315567981
-0.074430525,0.273525125
0.04306628,0.359970712
-0.482352195,0.324806995
0.243149532,0.450459862
0.519666379,-0.209405074
0.016540767,-0.022931516
-0.031787192,0.09523294
-0.557354602,-0.699981969
-0.09427266,-0.090430191
0.998045339,0.986239079
-0.104936041,0.040563907
0.295070429,0.66131134
-0.331440646,-0.33324389
-0.311454633,-0.471735469
-0.10632672,-0.033954847
0.401943375,0.78277755
0.186140257,0.118485529
0.039365393,0.165547959
0.09552779,-0.061984248
0.081614456,0.322917021
0.173771042,0.303893465
0.499566407,0.738134632
-0.404152279,-0.167968638
0.764792236,0.939614926
0.103289086,-0.743701283
0.338999487,0.297616169
0.191456828,0.784115533
-0.06316107,0.305307905
-0.59552058,-0.45043642
0.506805383,0.652322458
-0.476817606,-0.759044322
-0.060668448,-0.199898745
0.206297043,0.041747394
-0.143355432,-0.177981667
-0.438154244,-0.710426236
-0.403658451,-0.675216307
0.182302187,0.08463647
0.192153685,0.878834115
0.071123071,0.276973525
0.016172785,-0.079869
-0.474161276,-0.552887775
0.110323762,0.210530411
2.002012316,1.421123294
0.28575971,-0.027879293
-0.313085435,-0.668677532
-0.063660001,-0.406073429
-0.072843226,-0.0609516
-0.017839363,0.300323091
0.41966347,-0.154650121
-0.209599533,-0.163379627
0.099951511,0.144323503
-0.252133161,-0.727323515
-0.258280122,-0.489010836
0.462106252,0.210877728
0.143391778,-0.044748034
-0.285785987,-0.233895167
0.05382469,0.324346463
-0.138288065,-3.205134948
-0.57384556,-1.029564578
-0.58229488,-0.851774638
-0.326847861,-0.321508787
-0.257586103,0.004626452
0.218038708,0.479415382
-0.577606011,-0.815025642
0.086179163,-0.280200902
-0.203376477,-0.228542162
-0.353132315,0.230277219
-0.156281955,-1.041124017
-0.41952194,-0.390502652
0.35807853,0.100942726
0.047935736,-0.0211614
-0.154539312,-0.249367574
0.432605019,0.68345948
0.129255335,0.293314616
0.041062953,0.11227295
0.664845601,1.156986678
0.178932669,0.241529293
0.928328632,0.866958122
-0.086573859,0.217688378
-0.615898076,-0.592213872
-0.431469763,-0.574295723
-0.209483868,-0.243117563
-0.121095632,-0.407023384
0.007531932,0.096570462
-0.22008384,-0.104454611
-0.46721333,-0.063012973
0.202160312,0.064686778
0.243170196,-0.547648506
-1.33685172,-1.889017713
-0.297830379,-0.290008249
-0.385382526,-0.516915208
-0.067582113,0.354720719
0.225965784,0.210715567
-0.26255224,-0.295756217
-0.165709039,-0.16791277
-0.370900985,-0.294055727
-0.175501811,-0.030723575
0.611283637,-0.027711577
0.14270182,-0.135303897
-0.219782484,0.083534452
0.297880915,0.142615279
-0.116857092,-0.157361478
-0.416431899,-0.480129718
-0.72249175,-0.681559664
0.044781505,-0.192527351
0.092331954,-0.233651035
-0.361572564,-0.421695635
-0.35925701,-0.020817852
0.70905377,-0.2017369
-0.254967912,-0.093942806
-0.157813116,-0.149804828
0.196377712,0.423619158
-0.102055817,-0.012129935
-0.005484229,-0.147717455
0.777877379,0.878786405
-0.103298043,-0.309712355
-0.080833778,-0.469198487
0.354385075,0.47907775
-0.254127898,-0.385825305
-0.043829767,-0.230250106
-0.058092895,-0.033167125
0.16223492,-0.135359085
0.206102543,0.14554567
-0.126741007,-0.261502247
-0.313956768,-0.579716995
-0.191852189,-0.413696814
0.418925167,0.355295387
0.830073162,1.66058164
0.036880224,-0.159897392
0.193256231,-5.171543859
0.76846282,0.720656322
-0.235901175,-0.322187713
1.595748282,2.801769849
-0.508349168,-0.583352637
0.395965139,0.884541881
-0.738593982,-0.983912805
-0.327574428,-0.4661542
0.217729794,0.354354523
-0.248384884,-0.280868353
0.037597804,0.057674592
-0.209326607,-0.442246508
0.024091902,-0.189724904
-0.037652853,-0.218995434
0.554178008,0.92737337
-0.011859435,0.545585719
-0.054190192,0.272602071
0.061786449,0.197527329
0.949831173,1.163028319
-0.322758012,-0.535335894
1.649874411,2.474413635
0.160758315,0.420875812
-0.216150109,-0.121412906
-0.065992979,-0.011040615
0.409552098,0.817771201
-0.407811408,-0.484536297
0.67644749,0.772758953
-0.029274535,0.359810223
0.224886947,0.339870886
-0.263055824,0.195851566
-0.104280201,0.058476154
1.932272974,1.828560175
1.117803529,2.135610116
-0.177786352,0.174378825
0.022043712,-0.146707805
-0.179905739,-0.171444716
0.035947752,0.099167688
-0.435988696,-0.363024793
0.724246328,1.727024204
-0.143951667,0.07674739
-0.131232355,0.067763814
-0.345198291,-0.464887916
-0.490163511,-0.692323381
-0.344662413,-0.236664121
0.135422297,0.168470912
-0.359298218,-0.453037399
0.162160451,0.1627032
-0.234826639,-0.097899128
0.078846103,0.350201742
-0.046253409,-0.144284954
0.232976741,0.126406452
0.060587629,0.026880249
4.419986463,2.512616319
0.249338667,0.30077283
-0.214279036,-1.857300762
-0.032369128,-0.207295709
-0.074049851,-0.002468933
0.002110979,0.200521035
0.033845485,0.285867544
-0.350144444,-0.331327259
0.479887022,-0.209024773
0.27845852,0.280579318
0.002114017,0.011827876
0.173606117,-0.184065857
0.695351291,0.960740105
-0.026906052,-0.355349233
-1.87015357,-2.865484555
0.505978191,0.271258264
-0.446771526,-0.259134963
0.452282839,0.585472673
0.093204775,0.15670187
-2.534539171,-2.010480045
1.513753258,1.514346423
-0.872057122,-0.85585622
-0.005039296,0.481176964
-0.576869053,-0.101300026
0.073560952,0.004359365
0.106519278,0.102954015
-0.24166556,-0.201918038
0.184115884,0.141548025
0.214772077,0.162307952
0.009062989,0.231019868
1.139966678,0.78286994
-0.377164273,-0.230824949
-0.197525462,-0.13080097
0.555228508,0.918886757
-0.122742058,-0.167990892
0.110890127,0.209320142
0.363905231,0.351179951
-0.159160634,0.002916463
0.103614871,0.073126838
0.200331597,0.373972709
0.529648035,0.606859481
-0.667375179,-0.396616188
-0.080186353,-0.146623888
-0.11666242,-0.219061659
0.156545276,0.103747558
0.627833028,0.715351249
-0.056162252,-0.317294161
0.113429707,-1.022561166
1.493244533,1.049222375
-0.118179251,0.037945556
-0.274728207,0.036084609
0.279096604,0.184992622
-0.080560109,-0.190367966
0.103583435,0.068299094
0.214600157,0.248101275
0.044544087,0.188071344
-0.199601075,-0.561440293
0.533124598,0.664000638
-0.1864222,-0.287782015
-0.168098258,-0.307961091
0.689671623,1.064284192
-0.205642988,-0.242999198
-0.577735277,-1.417637224
0.120480652,0.016927706
0.076431894,0.303132687
0.146536175,0.222080977
-0.016528393,0.312539317
0.258013126,0.081510865
-0.408092084,-0.677309483
-0.041958695,-0.108961481
0.060697039,0.087924378
0.260895229,0.129724141
0.341860531,0.847945467
1.426740684,1.904578101
0.801249589,0.79298356
0.603823923,-0.404236297
-0.265861748,0.119719389
-0.278707735,-0.343777817
0.501835518,-0.059649936
-0.18538718,-0.529752821
-0.070608607,0.050804699
-0.09904356,-0.172838845
-0.427306687,-0.425466413
0.028390064,-0.308126044
-0.216984949,-0.206504082
-0.279251589,-0.412409367
0.040476962,-0.356097787
0.005889413,-0.037041316
0.008216003,0.04634405
-0.421278453,-0.573092252
-0.022685693,-0.624827624
-0.087051151,0.327788456
-0.352260979,-0.780773787
-0.216128563,-0.597094229
0.135823389,0.048948892
-0.149792042,-0.036869422
-0.153939263,-0.111883756
0.957438693,0.853821913
-0.097374613,-0.919693165
0.053998666,-0.010581993
-0.25838138,-0.229170374
0.159605931,0.405635375
-0.056010873,-0.05688745
-0.070730073,0.188020297
-0.188848785,-0.169347646
-0.082053773,0.093256029
-0.268932903,-0.498885413
-0.207848416,-0.306036096
-0.09551922,0.15463298
-0.06532822,-0.502293724
-0.274522085,-0.044575248
-0.053648673,-0.186875676
0.099420997,0.093784154
-0.297400717,-0.32286988
-0.04491105,-0.259005465
-0.369848008,-0.733939753
0.832924704,0.916529474
0.199732472,0.003537812
-0.309845384,-0.323701159
0.278738869,0.509163205
0.745327104,1.214595311
0.007488887,0.002236395
-0.391505299,-0.177517707
1.560819428,2.463043448
-0.207100881,-0.282853528
0.177616628,0.333673918
0.072799348,-0.060592514
0.1321038,0.027068893
0.402870645,0.409098812
0.027170363,0.42210184
-0.014723739,-0.060556477
-0.349365041,-0.577708927
-0.110973281,-0.105219739
-0.100444417,0.036645618
1.008868933,0.569364153
0.242613991,0.24657868
-0.060391793,0.115188078
0.428966064,0.942620632
0.074931477,-0.02535183
-0.003926821,0.043772163
0.017314483,-0.041376048
0.096784886,-0.134883207
0.451525078,0.7752407
-0.270399778,-0.665448159
-0.160068998,-0.099314733
0.180916293,0.0558927
0.046802217,0.159692906
-0.147483649,-0.24446169
-0.158245715,-0.097513167
-0.332503259,-0.443541107
-0.157491009,-0.618307113
1.444794156,1.588006623
-0.20524773,-0.212202083
0.123904598,0.299684339
-0.297819895,-0.249389844
0.635430727,0.593421327
-0.225312328,-0.056543604
0.117177283,0.092296189
0.103717336,0.08916158
0.097706038,0.074804999
0.997226913,1.624925556
0.311206358,0.359689769
-0.329776504,-0.116295748
0.690497742,0.534742445
0.059873443,-0.322763256
-0.101512075,-0.825758883
0.59308547,1.160548174
-0.137983958,-0.227417305
-0.107591465,-0.154512796
-0.140416849,0.028044396
0.030152612,0.074209729
0.042299914,0.088152415
-0.113692292,-0.276975593
-0.179355594,0.009864094
0.168166996,0.137493448
-0.383511567,-0.907525538
-0.57033547,-0.358174986
0.007763641,0.271307669
0.982632054,2.447159362
0.38748065,0.059859998
0.165201089,0.372573185
-0.144839448,1.068782332
-0.08146953,0.154083833
-1.000844092,-0.826512581
-0.042370811,-0.271402523
0.143824866,-0.007390644
-0.007137282,0.222250631
0.236775856,0.412505252
-0.712710061,-0.880107096
-0.050730835,-0.114554296
0.002856902,-0.125379285
0.703443161,0.846086319
0.007414581,-0.246445702
-0.001279211,-0.017175613
0.49002207,1.244779372
0.047499541,0.169238656
-0.097502926,0.620312749
-0.6086493,-0.262777039
-0.259273542,-0.36558534
-0.178163174,-0.280988653
-0.027369141,0.014145165
-0.287145963,-0.305598467
-0.166244307,-0.558402524
0.704061832,0.588048921
-0.730201628,-0.786676329
1.4200585,1.643703092
0.215071975,0.278305858
-0.469126402,-0.578111625
-0.007983747,-0.163069198
0.07813945,0.604071945
-0.232548155,0.01067928
-0.682273247,-0.692521973
-0.217070533,-0.089422079
0.039119073,0.58821496
0.38073869,0.521947655
-0.03579193,0.0788024
0.263309981,0.438156454
-0.292537537,0.29342846
-0.205506517,-0.279315288
1.234149001,1.219261903
-4.990173906,-5.543360684
-0.168705623,0.033565422
-0.566601384,-0.723345943
-0.152743512,-0.327170461
2.462955668,2.359791606
0.942830431,0.942798286
0.467674474,0.476023653
-0.056285688,0.246351324
-0.104291358,-0.287114872
0.032355404,0.194285053
-0.035254417,-0.460097798
0.106416111,-0.037364991
0.281664165,-0.022901517
0.257057797,0.349819077
0.242196324,0.411327188
0.079705248,0.191908306
-0.245572901,-0.258705041
0.104425322,0.557694158
1.09490248,1.394084668
-0.04079176,-0.357308921
-0.103198224,0.379440755
-0.115031071,-0.213678658
0.670565736,1.113059206
-0.042170776,-0.374906139
-0.153319127,-0.084377477
0.649913904,1.075484228
0.063956058,-0.239505261
-0.320191274,0.15430941
0.160782106,0.575406717
0.084227173,0.278092176
-0.124346101,0.019403066
-0.225308007,-0.725252633
-0.106717175,-0.167258837
0.052032643,0.156422084
-0.419517273,-0.020186437
0.015573773,0.098018774
0.140685549,0.192448505
-0.384462899,-0.108227802
-0.320838014,-0.120805665
-0.377568261,-0.401949224
0.089610857,0.219611315
-0.010671805,0.232358264
-0.051413697,-0.369381993
-0.359383139,-0.371329848
0.209020189,0.395085965
-0.337571708,-0.518174122
0.090022352,0.098863025
-0.02772038,-0.166139087
0.735244982,1.239607483
-0.065355593,-0.412784295
1.570835967,1.960565743
-0.041154303,0.260862771
0.442587191,0.921660551
-0.333222975,-0.194315942
0.316792169,1.479181558
0.210438915,0.339582653
-0.044614438,0.147278169
0.004632115,0.245233008
-0.562476579,-0.668715805
-0.098043891,-0.00908285
0.064285365,0.147619519
-0.330808835,-0.318353483
0.196328337,0.129041262
0.12866615,0.102008319
-0.204909222,-0.483293584
0.201039342,-0.120639492
0.265305028,0.668436886
0.011824343,-0.077446094
-0.115841054,-0.333889249
0.299521906,0.240678977
0.269036229,-0.232200747
-0.226338153,-0.040631192
-0.389779726,-0.700842651
1.296845121,-0.075978572
1.614038718,1.939788168
-1.689616964,-1.240051822
-0.080489303,-0.172071392
-0.097340393,-0.02964141
-0.084478642,-0.293860604
0.000941568,0.06769348
0.328415833,0.349678771
-0.452803635,-0.912338409
-0.197935386,-0.047422083
0.127691847,0.049067875
0.210462377,0.269078617
-0.143099566,0.725799695
-0.275742961,-0.459289864
0.11485118,-0.261773058
0.925283665,0.374118918
-0.350230664,-0.261101333
-0.032446795,-0.126042297
-0.134989392,0.365588232
-0.082152162,-0.042827013
0.483998102,0.613845206
-0.072120997,-0.062927094
-0.325889983,-0.786555155
-0.074520755,-0.336784051
-0.148379652,-0.019895385
0.180200056,0.029435785
-0.187041651,0.123765035
-0.762502933,-0.853562229
-0.017318483,0.066536896
-0.16008975,0.249670441
0.121629849,0.267921288
-0.190075786,-0.290174516
-0.057892824,0.338206919
0.113137857,0.222641292
0.032861588,0.087140882
-0.889301006,-1.299457085
-0.224541191,0.527518738
0.205906152,0.062033264
-0.007962701,-0.257645639
-0.537314184,-0.82393281
0.392358944,0.428244269
0.163720881,0.256369466
0.975880963,1.260725815
-0.246372767,-0.292045305
0.241102547,0.22857611
-0.089502005,-0.116789381
0.227703751,-0.056126931
-0.282272948,-0.435887835
-0.620761267,-1.637029849
0.316341377,0.482359261
0.259131335,0.437853089
0.108452135,-0.147964572
-0.15537272,0.04974215
0.137976218,0.211174991
-0.165694178,-0.229700657
0.214863945,0.038577593
0.100543405,0.404656901
-0.108192643,-0.250555024
-1.138074687,-1.595072707
-1.086726812,0.22055477
-0.249764796,-0.072134338
0.029311635,0.137779106
0.211263828,0.03791357
0.080261042,-0.206663945
-0.316155766,0.036859021
-0.094672447,-0.086380915
-0.143905609,-0.06737841
0.226595087,0.489537173
1.532688943,1.782156379
-0.190328256,-0.443555126
0.03020179,0.22116436
-0.399164078,-0.225801094
0.047579825,-0.487104254
-0.194220887,-0.102193689
-0.367562058,-0.010622221
0.21195421,0.088478437
0.279996589,-0.266434298
0.107570587,0.296382888
-0.543534806,-1.154795321
0.30041286,0.249647841
-0.148115036,-0.793003964
-0.180307402,-0.098072288
1.070334381,0.641807348
0.878209104,0.981051976
-0.195152735,0.206780634
0.363585293,0.924025082
-0.383305437,-0.682018405
-0.090803618,-0.331595516
-0.37400652,-0.725753672
-0.304733643,-0.022341252
-0.453257534,-0.087470614
0.397040772,0.374613186
