Yeast,Yeast + Human
-0.127178795,0.410008371
0.004624006,0.242159697
5.712905276,2.984546881
5.050213716,5.307779484
-0.131816223,0.110086263
-0.450835905,-0.067860562
-0.70174559,-0.455101748
-0.194774031,-0.036468365
0.203217834,0.294044687
-0.152318861,-0.048796403
-0.016721443,0.046417103
-0.248592802,-0.336750564
0.317859661,0.406823464
-0.672401233,-0.85025739
-0.421204026,-0.5900247
0.302616333,0.385742391
0.24554663,-0.250151406
0.402485707,0.334362586
-0.382566786,-0.697004663
-0.30183313,0.151825685
-0.203089466,-1.08495923
-0.364678868,-0.410396333
0.357112673,0.637251078
-0.087123355,0.111294702
0.4720691,0.541129132
0.064589352,-0.064763134
-0.184719716,-0.354065765
0.55433351,0.529458289
0.11159665,0.108116921
-2.91864128,-5.982734488
1.24393541,1.185607419
-0.760547095,-0.847595237
0.215459622,0.113086814
-0.283417742,0.248494188
-0.075888624,-0.200663191
0.322791148,0.165518564
0.064938608,0.043698464
0.921920984,0.900003941
-0.104994515,-0.085033367
0.024423899,-0.007868142
-0.2885908,-0.172763173
0.563269191,0.543327454
0.04817767,-0.26368747
-0.048489808,0.037215756
-0.32341556,0.58562668
-0.742950792,-0.244487955
0.146127487,0.270833118
-0.051298601,-0.200900275
1.102557738,0.97178238
-7.295819058,0.134409464
-0.14824978,-0.082890448
0.038064856,0.066361348
0.004672818,0.107468095
-0.168568223,0.154198109
-0.137826496,-0.513380817
0.225739361,0.245996722
-0.737446734,-0.359632017
-0.102686003,0.181414343
-0.071012259,0.015059959
-0.448442311,-0.085144485
0.692574299,0.980941539
-0.315884684,-0.373334162
-0.183530785,-0.104139509
-0.150877006,-0.084329581
0.085520897,0.045064727
0.268763169,0.037299303
0.049959001,0.090329723
0.890967544,0.815285389
-0.336922801,-0.280471484
3.210305567,2.582411526
0.052038025,-0.199800796
-0.467822688,-0.439359147
0.076396174,0.491437068
-0.060538645,-0.146996562
-0.292280018,-0.144098007
-0.149025938,-0.37847371
0.062843606,-2.551378515
0.231553569,-0.124370706
-0.375087287,-0.441295926
0.652774614,0.565221795
-0.852430141,-0.41648218
-0.287579985,-0.465032968
-0.252333753,0.060267492
-0.2680055,-0.326239314
0.449634874,0.491086961
-0.747241413,-0.817912489
0.071864286,0.060879615
0.250573853,0.344595452
0.047894296,-0.015832066
-0.630012459,-0.58491094
-0.406057975,0.086887144
-1.000482515,-1.289470435
0.057917328,0.190766129
-0.225378881,0.028660591
0.319659551,0.050714283
-0.044711288,-0.096986147
0.035303487,-0.040660227
-0.324832076,-0.299263497
-0.551471491,-0.56638779
-0.391352243,-0.187330323
0.240379835,-0.09599592
1.277060866,0.849814318
-0.026827304,-0.116299774
0.145819537,0.237052214
0.983864705,0.410168577
-0.17601236,-0.137966666
-0.599445163,-1.413321459
0.090714606,-0.004968348
-0.552332634,-0.614860043
0.708287171,0.745345605
0.203506431,0.245184179
-0.103508823,-0.1236774
0.93813367,0.656997391
-0.078557927,0.143767584
0.026922797,0.410143685
0.083854591,0.120749437
-0.189164416,-0.071485789
0.074926418,-4.337285652
0.076799363,0.192913996
-0.30223578,-0.265054146
-0.448943917,-0.238892002
-0.063145946,0.263950682
1.826774846,1.923090584
-0.090320866,-0.292162575
-0.231221146,-0.12778755
-0.000759633,0.187984414
0.020059069,-0.020404733
-0.17405216,-0.015339219
0.235808926,0.047225408
-0.869343753,-1.616059708
0.388667321,0.495733674
-0.046179884,-0.134173517
1.078257846,0.818613913
-0.079793667,-0.561833674
-0.945575794,0.0827166
0.256791471,0.281642427
0.109208649,0.035592322
-1.017720469,-0.201403337
0.571525462,0.500344295
1.747512121,1.451710981
0.09461305,-0.083483458
0.497233882,0.557097031
0.088652117,0.081677968
-0.379830996,0.038819952
-0.705788793,-0.635485033
-0.258672664,-0.319269296
0.430973285,0.236944864
0.553803051,-0.053632689
-0.704629147,-0.548999499
-0.385085176,-0.087039609
0.020629597,-0.171374422
-0.226005461,-0.187658519
-0.078214924,-0.081732773
-0.188101237,-0.235882372
1.465095954,1.683211557
0.754630272,0.67034717
-0.36891236,-0.15417278
-0.484430225,-0.409521309
-0.168394232,-0.100599961
-0.123031951,-0.007269712
-0.402408067,-0.380372455
0.287471584,0.292743166
0.239157614,0.151322001
0.037902954,-0.132837196
-0.199508516,0.046913277
0.285050129,-0.108060794
1.391730768,1.087350787
-0.09544106,0.073727355
-0.81559997,-0.725349598
0.65331206,0.793248274
0.80692294,1.065994717
0.211757793,0.305572464
-0.126131041,0.178561351
-0.436648838,-0.183010313
0.04009892,0.334948681
0.059971856,0.342866338
0.242627294,0.359969047
0.262363862,0.180571618
-0.00083385,-0.057344946
0.764582834,0.120850237
0.015894212,0.102548536
0.839081236,1.029369772
0.379281206,0.357812869
-0.211645797,-0.354507778
-0.481798709,0.23132979
-0.518828746,-0.340160813
-0.214288531,-0.141188533
0.714323644,0.675806384
-0.399293575,0.134907158
0.474150735,-0.252486132
-0.757369529,-0.736600561
-0.025208863,-0.063362108
-0.216624979,0.207194966
0.326030075,0.228920005
0.049320963,0.041105332
0.073752949,0.020858501
0.246239373,-0.008744445
-0.080364478,-0.150884678
0.009030551,3.4187E-05
0.191716422,0.148794511
1.036297692,1.233127051
-0.261988701,-0.023856121
0.99688354,1.263956421
0.120638244,-0.315578678
-0.221182284,-0.015958273
-0.676158109,-0.872321944
-0.000989089,-0.066688604
-0.205530421,-0.218875001
0.017140954,0.043042358
-0.05735505,-0.19050644
-0.496107006,-0.385837794
-0.454957588,0.09789036
0.065521503,0.175730038
0.005932745,0.040267174
-0.036742375,-0.128108737
-0.002018244,0.416852592
-0.231465946,0.03271772
-0.185009319,-0.149469505
-0.858519156,-0.448197198
0.056229905,-0.044874696
1.292223155,1.224586822
-1.421917605,-1.061466778
-0.099050808,-0.010055705
0.017866153,0.046612322
-0.143386596,0.309762677
0.113715723,0.21841368
0.020533598,-0.001982323
0.192019774,-0.211854127
-0.209103118,-0.355538263
-0.10715105,-0.167722191
0.074595815,0.238898141
0.584174983,0.693307552
-0.043322902,-0.021379598
-0.39005619,-0.146265045
-0.136926639,-0.113930728
0.065157329,-0.051799888
-0.026819857,-0.19279908
-0.391004768,-0.586415855
-0.160711856,-0.152637037
0.01271269,-0.199250922
-0.599251294,-0.870616059
-0.876382058,-0.665931398
-0.471674031,0.50311132
-0.544977479,-0.389272183
0.512831584,0.581765002
0.22771416,0.22226988
0.159786981,0.147984599
0.286948901,0.02783079
-2.123427215,-1.47948398
-0.659474068,-0.184746634
0.077380735,-0.169707008
0.141273704,0.020024674
0.097447427,0.092681185
-0.481510109,0.372271685
1.187013906,0.950530463
-0.103400257,-0.175157978
-0.139650222,0.081485852
-0.230669308,-0.742554754
0.531724118,0.309758495
0.534340509,0.26461771
-0.024275,0.120959756
-0.724178432,-0.948837043
0.517194865,0.359883025
0.69814878,1.056476221
0.206431947,0.359979148
-0.597661707,-0.563565147
-0.043247486,-0.057568532
0.576026216,0.35028846
0.056117543,0.267643171
1.626329964,1.53291536
-0.332316396,-0.269573654
-0.029745825,0.152230378
1.958730848,1.724099772
0.521751311,0.510952758
-0.338692245,-0.248258742
-0.207371799,-0.073501343
-0.113936733,-0.273918186
0.644873271,0.377682867
0.14802365,0.062718629
1.605250849,1.408415926
-0.131904488,-0.200499657
0.07833649,0.275890701
0.15517675,-0.055522665
1.113491598,1.079100422
0.537640774,0.547267995
-5.884690255,-6.093816694
-0.554755183,-0.331205022
1.820489269,1.743911804
0.122519849,-0.405219769
0.198069773,0.324998067
-0.232822198,-0.402037943
-0.651587548,-0.222424021
1.076014376,1.066916237
0.586305109,0.335167008
0.107556103,0.155205347
-1.274580185,-1.212259472
0.385466216,2.267357187
-1.908033925,-2.001947969
1.092816203,1.16519928
-0.152798417,-0.166387026
-0.125570029,-0.831762688
-0.292392653,-0.374676274
-0.328193747,-0.212787848
-0.103634338,-0.150034585
1.345521175,1.308873519
-0.057311709,-0.235940104
0.303152806,0.172148715
-0.322576261,-0.621438824
-0.612449748,-0.24848311
-0.230118168,0.087187902
-0.625493181,-0.540852006
0.800531206,0.231645973
0.461003121,-0.053359557
3.983632807,3.609715151
-0.552886363,-0.693301844
0.369324644,0.463805759
-0.188922639,-0.688606432
-0.142046843,-0.154495928
0.674388634,1.070761712
-0.120050402,-0.305627822
-0.534790603,-0.443183684
-0.293402481,-0.240854292
0.026692853,-0.108003827
-0.394071099,-0.734082263
-0.085506315,0.080582817
-0.154096456,-0.106407421
1.721520184,1.552646958
-0.147639158,0.111885349
0.602260913,0.699771822
-0.431712866,-0.509562416
0.996495724,0.964774672
-0.468772287,-0.287182071
-0.455347186,0.168073882
-0.519531773,-1.3950136
0.816303922,0.799113391
-0.164040094,-0.069459755
0.504045209,0.215389728
-0.255749208,0.329939505
-0.365609915,0.288578853
-0.027506154,-0.064072
0.168772258,-0.075808925
0.063236095,-0.097449303
1.643394151,1.153341864
-0.364020664,-0.501094539
0.119956806,0.356163876
0.352930785,0.022946015
0.874444672,0.420433852
0.424582014,0.262292717
0.778257182,0.392549549
-0.046518885,-0.150410448
-0.658757962,-0.434444507
-0.257263995,-0.336007242
-0.126618886,0.008632423
0.221252937,0.119988431
0.139124283,0.532599585
-0.281218451,0.230761187
1.015906145,1.088542653
-0.091659605,-0.24950817
0.708217762,0.742897857
-0.744338953,-0.137073622
0.2494038,0.504843462
0.636686305,0.583006313
0.807756767,0.090316735
0.238144023,0.246325948
0.501374066,0.769958773
-0.432041428,-0.410124044
0.996146674,1.795893188
-0.138718707,-0.03283256
-0.827290935,-1.369355833
0.69644144,0.590994508
0.589115638,0.735043784
-0.09262894,-0.242538683
-0.602824382,-0.543074138
-0.416519109,-0.431558354
-0.082853287,-0.524230305
0.202583064,0.567434683
0.685786368,0.415350863
0.085309958,0.115741989
0.323475164,0.173679209
0.46274105,0.567995529
-0.347656807,-0.373698838
-0.583037748,-0.219033047
-0.641371633,-0.010832153
-0.373811738,-0.56767896
0.101114897,0.122238051
0.132999889,-0.018353582
-0.114573844,-0.120236725
-1.129943452,-0.707153379
-2.182583485,-0.24130426
0.062859905,-0.098652474
-0.313698067,-0.266111873
0.305447812,-0.08434521
-0.490235117,-0.268256147
-0.010590892,0.208752478
0.288385614,0.320186524
0.220753725,0.150697219
0.079315188,-0.068074978
0.353795733,0.817818401
0.847645448,1.004330728
0.166091835,-0.065078925
0.237003811,0.303553053
-0.837427729,0.01319022
0.123289772,0.172389197
-0.158195896,-0.299219944
-0.048856496,-0.515735868
0.315795103,0.356806038
-0.47952259,-0.387377313
0.353255927,0.267679629
-0.495080304,-0.100510324
-0.0715888,-0.022762914
-0.414378851,-0.282674671
-0.198497811,-0.185940326
-0.201635297,-0.263617771
-0.105291442,-0.026714485
0.304902575,0.066599815
-0.22097776,-0.293757018
0.024314266,0.366813727
0.846972984,0.858399254
-0.572503791,0.024610103
-0.384078692,0.05283235
-0.031098837,-0.10010138
0.306445085,1.22041652
0.039407417,-0.211522843
-0.409803516,0.168321519
0.004700642,0.142530101
-1.162712225,-1.163756553
-0.178268793,-0.287144211
-0.328054366,-0.731837602
-0.071639623,-0.03007192
-0.676640994,-0.461386257
-2.073484401,-1.461551138
-0.309464205,0.198236181
2.002606631,2.502826295
0.470792866,0.544502277
-0.071431181,-0.143790232
0.035971054,0.210407115
-0.280849371,-0.348296465
-0.134004442,-0.387587173
-0.032463355,0.054680282
4.797167382,8.671518708
-0.158856175,-0.274839359
0.84522575,1.037411242
-0.04970089,-0.144400753
0.648680674,1.005563678
-0.005419024,0.259051851
-0.495108162,-0.324252156
-0.070388489,-0.275920845
-0.023659428,-0.353876845
0.045975839,0.05269629
0.117046532,0.090022944
0.034404249,-0.290102174
-1.10877037,-0.722293625
0.022685435,0.040282895
0.056685114,-0.058480308
0.005778574,0.041367702
-0.229365156,-0.257706231
-0.867377917,-0.491491341
0.05919648,-0.117689201
-1.108944565,-0.806570695
-0.275785188,-0.188628671
0.980195802,0.803563284
-0.112886925,-0.028249835
0.108095419,0.382102728
0.692431282,0.874015805
-0.638710465,-0.185071206
0.300913576,0.085080527
-0.286850567,-0.374038316
-0.523630047,-0.230071736
0.284249239,0.313041935
0.12069272,0.280859401
0.070876877,0.310471377
0.292620299,0.223422553
1.59101772,1.301697041
-0.2353496,-0.407221066
-0.16061291,-0.317582651
0.05794945,-0.923767212
0.003888443,-0.142376346
0.843605535,0.60488233
-0.346232606,-0.608545646
0.031314383,0.218440572
0.003151654,0.25214113
-0.295840511,0.119574101
-0.266836867,-0.141357541
-0.174824529,-0.046811116
-0.052130329,-0.32762858
0.551482683,0.671921354
-0.763789683,-0.016007123
-0.104263777,-0.170675607
0.597675941,0.722501268
-0.293705673,-0.197636144
1.134528228,1.251921933
-0.093767668,-0.069714464
-0.07078958,0.071895467
-0.22596923,-0.010585269
-0.490341057,-0.71954913
-0.697264624,-0.70028483
0.537497095,0.611909414
0.196255427,0.083994114
-0.438821051,-0.246664101
-0.071675687,-0.089377563
0.115912939,0.189935233
-0.571008042,-0.677821502
-0.438916999,-0.58815878
-0.06527244,-0.466745365
-0.42491944,-0.171426948
0.858363872,0.604678261
0.349496171,0.385813828
-1.61430977,-1.386613347
0.885977064,0.691767422
0.343732474,0.030704069
-0.409406136,-0.058283909
-0.169419418,-0.709013501
0.451512797,0.213247653
-0.075690527,-0.052855824
-0.187965268,-0.185591761
0.298353239,-0.018456093
0.352116498,0.23176073
1.015373149,0.830935848
-0.021060064,0.191290165
0.035457297,0.164534487
-0.168655789,-0.404624564
0.69051827,0.72033768
0.578897928,0.669634755
-0.353072887,-0.327854983
-0.410230154,0.020940844
-0.529457386,-0.167840549
0.163015471,-0.080594089
-0.855367948,-1.398604561
-0.345850089,0.167825864
-0.297237363,-0.314751275
-2.250865335,0.440739795
-0.272351445,0.154549121
-0.081727735,0.209114133
-0.028907192,0.300130147
-0.342978891,-0.268023954
0.20895874,0.168970998
-0.222772416,-0.065673093
-0.022416402,-0.287287437
-0.221868883,-0.317667523
-0.337861293,-0.159908337
-0.493036067,-0.300380273
-0.709994541,-0.80440246
-0.493043618,-0.047135764
1.096119985,0.927982687
0.128507608,0.05684178
-0.732474257,-0.259334659
-0.099506915,-0.049263858
1.151168781,0.898376788
-0.223465365,-0.195315712
-0.28217522,-0.360684368
-0.379807445,-0.274768731
0.291189981,0.326034828
0.328861184,0.448483816
-0.362813859,-0.345520067
-0.532868804,0.635052639
-0.046811419,-0.294718044
0.730561283,0.717614217
1.052397429,1.098622516
0.082243312,0.026964373
0.044103631,-0.088601721
0.201181004,-0.196379462
-0.373482457,-0.317187925
-0.041541873,-0.136056711
0.125935391,0.208854906
-0.164799249,-0.171586433
-0.025791729,-0.025125554
0.001246902,0.012066588
-0.313317821,-0.346312874
-0.096087,-0.164336022
-0.062210471,-0.154330048
-0.117576028,-0.130549862
0.707381957,0.865425454
0.070951057,0.001776722
-0.341158591,-0.445066531
0.404956794,-1.349306706
0.111782912,0.056411259
0.663178792,1.045037393
-0.315151033,-0.187156366
-0.897470979,-0.910927841
0.178962075,0.546732313
0.227548721,0.263438721
0.156707317,-0.642936224
1.212580626,1.01401387
0.142636705,0.102875268
0.077732609,0.116581929
1.637002589,1.257824193
-1.27962467,-1.102186554
0.326348211,0.387040201
0.347228954,0.272648266
0.481046319,0.20071542
-0.267587172,-0.023830835
-0.555245664,-0.603384044
-0.207197003,0.186970373
-0.285115291,-0.352337181
-0.249945476,-0.131099279
0.246818254,0.125826571
0.648043527,0.541394266
-1.127130078,-0.555616427
0.037737398,-0.222934241
-0.108155374,0.054665771
-0.355572857,-0.306425868
-0.011156665,-0.318603834
0.474976499,0.444158017
0.152478121,0.06751876
-0.125852814,-0.221682511
-0.161528194,-0.444451049
-0.132550859,-0.14737373
-0.553889487,-0.376874301
1.338253814,0.178818751
-0.408602262,-0.201325793
0.284876382,0.32487341
