Yeast,Yeast + Human
0.108919881,0.053240717
0.071892912,-0.417075406
-0.784771979,-0.75301073
-0.21694038,0.191220563
0.168018546,0.100265309
-0.992585758,0.133598457
0.302384437,-0.004482884
-0.037572693,0.176415914
-0.02724361,0.043361676
0.139658473,-0.074033057
0.159821294,0.226981808
-0.715970572,-0.340116834
0.183364086,-0.044448021
-0.075427298,0.246073115
-0.255404955,-0.434373417
-0.268148789,-0.213188883
-0.328527929,-0.831946835
-0.306105497,-0.043370708
-0.718666658,-0.684312098
-0.243183493,0.063238942
-0.432843384,-0.374876798
0.254395377,0.701535831
-0.078470672,0.080893573
0.177287741,-0.051036011
0.394730567,0.21484823
-0.039588837,-0.143902267
0.066603134,0.108931965
1.090218543,0.822954229
-0.262148386,0.096308711
0.073338066,-0.026053118
0.234983593,0.6082509
-0.749315052,-0.512840225
1.1100358,0.991151174
0.825123296,0.689957694
0.373249006,-0.402695353
-0.495136902,-0.201826675
-0.26996265,-0.09700936
-0.26703022,-0.312508182
-1.784300951,-2.574859936
0.906378188,0.982139181
-0.160848758,-0.116849694
-0.497960539,-0.294734575
-0.920746237,-0.404317543
0.219849111,0.126163205
0.31357607,0.442984883
-0.229573535,0.174028786
-0.030615465,0.086173987
0.254638763,0.437920686
0.778724056,0.425689062
-0.289906235,-0.531634634
-0.210318861,-0.137184307
-0.080228608,0.067406443
-0.35133741,0.157380324
-0.052932247,-0.10008404
-0.606012902,-0.027655055
0.270086111,0.098669038
0.248302664,0.456001769
-0.582902088,0.32980894
0.045439257,0.010285434
-0.309457273,-0.003875507
-0.057126525,-0.039780303
-0.139161487,-0.049200105
0.122246445,0.010210287
-0.431393531,-0.365552452
0.076085219,0.015391911
-0.022127632,0.034819138
0.874403235,0.705690822
-0.406030112,-0.141616661
-0.038875027,-0.024483605
-1.160806262,-0.628260663
-0.416616626,-0.230737962
-0.893276059,-0.711041635
0.285257465,-0.221578858
-0.273983175,0.017159093
-0.266155601,0.024444607
0.891623833,0.890026206
0.617278063,0.205158491
-0.453032027,0.098831036
0.764428338,0.475835524
-0.33231014,-0.130080312
-0.163545153,-0.071412407
-0.067825712,-0.239875518
0.536212832,0.3111709
1.656889925,0.717780718
-0.119117312,-0.415845859
-0.290426279,-0.01357294
0.257143641,0.403725617
0.234726645,0.123690714
0.566889961,0.300321293
0.203024316,0.247501628
-0.08115538,-0.148047585
-0.084083719,0.26926366
0.883644158,0.760826939
0.784626019,0.564396914
0.322665926,0.10227872
-0.474126138,-0.194024325
-0.048837188,0.430865625
-0.018232612,0.184093463
-0.158753361,-0.278792001
0.717949002,0.46206418
0.224153157,0.113261814
0.125659971,0.688387283
0.919306003,-0.022594896
0.090322222,0.068915239
0.559381629,0.260081123
0.057768207,-0.068242878
0.211640322,0.219829549
0.257023957,0.228135872
-0.240063221,-0.115686749
0.099260765,0.002854662
0.264125926,0.049049306
-0.176231702,-0.620538126
-0.451865385,-0.300802083
-0.411940328,0.024485195
0.12006717,0.117811949
-0.177097121,-0.298944564
-0.062619676,0.255362811
-0.37460368,0.170879914
0.502558364,0.310714189
-0.177658645,0.107590183
0.674535877,0.357104662
-0.4392338,-0.457725168
0.557884746,0.764009926
-0.079095001,-0.896644042
0.244365431,0.188066105
0.520292722,0.493002594
-0.266540832,-0.372730052
-0.319220128,-0.856164561
-0.241552734,0.040865476
-0.134929164,-0.029926509
-0.645678674,-0.787669218
-0.21551242,-0.490215607
-0.057454183,0.117118657
-0.290189824,-0.410416602
-0.380768142,0.109982928
-0.226781763,-0.264676077
0.087254411,0.195361708
-2.023515765,-1.319939609
0.057285255,-0.207559436
0.317701452,0.124475823
-0.140957978,-0.063344824
-0.140261468,-0.103872276
-0.249905656,-0.005027942
0.345185098,0.190260417
-0.211070387,-0.202725005
0.16693578,-0.023669108
-1.245051609,-1.719449958
-0.122152915,-0.149913322
0.099447212,0.003084158
0.545876648,0.515682611
-1.075161488,-1.365218149
-2.153606064,-2.41916063
-0.041019782,0.010379125
-0.458596274,0.089624619
0.089811357,0.21946703
0.249147774,0.306636812
-0.048317901,-0.182949414
0.239770028,0.24044103
-0.453337336,-0.498426301
-0.843556302,-0.482181032
-0.586164272,-0.104567847
0.16966992,-0.018602635
-0.258180227,0.113560629
-0.099132635,0.037999092
0.263468954,-0.113873449
0.153083271,-0.048756325
3.591629673,2.63052112
1.615037763,1.728669515
0.439995195,0.314436731
-0.175852945,-0.362968027
1.217294957,1.039501973
0.135585237,0.203453291
0.289375492,0.70707265
-0.361666925,-0.36788308
0.18029221,0.480985858
-0.967291259,-0.290206489
-0.450907436,-0.418399374
0.281673356,0.010867075
-0.408466047,0.202371225
0.000615421,0.129824748
-0.640448877,0.11837964
-0.457018933,-0.293792526
-0.260221108,-0.392130146
-0.062946063,-0.187254181
-0.137403292,-0.145403756
0.80343312,-1.029174084
1.045272844,0.775792851
0.235990061,0.288418238
0.458638689,0.457643851
-1.985081697,-2.868831455
0.310018168,0.123940241
-0.725517141,-0.617985599
0.008570805,0.25265175
-0.099699578,0.2778256
0.289024152,0.091271417
0.882295915,0.812722953
-0.218485047,-0.179200325
-0.032123547,-0.137110785
0.162213573,-0.044103002
-0.446436192,-0.096603851
-0.132581463,-0.113840273
-0.877957556,-1.826171458
0.501929063,0.36118241
0.943372954,0.774385816
-0.156415043,0.779697056
0.569396139,0.639652203
0.010557916,-0.11240843
-0.458718467,-0.641532498
-0.060732595,-0.008087556
-0.482664494,0.203082259
-0.656311457,0.16463716
0.217763833,0.138899033
0.240133848,0.140957827
-0.374367936,-0.166839381
-0.634968931,-0.598252518
0.083239098,-0.136513412
1.048446035,0.816616209
-0.028317839,0.155476774
0.186930333,0.081047864
-0.004185546,-0.1074292
0.285741527,0.246379791
-0.099126988,-0.08532522
-0.87498427,-0.761745469
0.789639363,0.346424723
0.421639985,0.22841042
-0.421043606,-0.2995725
-0.119451497,0.136764191
-0.303300494,-0.33485078
1.163174602,0.291663331
0.647888361,0.447721172
-1.762974568,-2.862564306
-0.127173979,-0.118816862
0.026607171,0.069904598
-0.096070177,-0.444902611
-0.329599649,-0.067444906
0.249048311,-0.025867264
0.889621372,1.066239614
-0.104095172,-0.117702598
0.237987137,0.15151631
0.161460548,0.01948411
0.309596927,0.313867308
-0.019297036,0.226389863
-0.392049014,-0.038482678
0.302373629,1.109020811
-0.602332307,-0.420951961
-0.078128874,-0.012493398
-0.338842006,0.372358799
0.266668755,0.04947804
0.129617492,0.061812483
-0.257595254,-0.064487495
-0.228414749,-0.297543697
0.138804997,-0.612088162
-0.401777159,-0.278448039
1.30809427,1.063462548
-0.110020437,-0.40004078
0.078330875,-0.028916371
-0.128926608,-0.249227192
0.299392387,0.197330917
1.170910955,1.309850679
0.288815709,0.347957554
0.027050656,-0.13751079
0.418848267,-0.04088964
0.20516273,0.138104221
-0.24204588,-0.355716963
-0.257862178,0.057131555
0.397879132,0.326719459
-3.794516944,-3.164030428
0.027721674,0.199868615
1.511469482,1.292094235
-0.092933777,-0.230575343
-0.354016853,-0.695360982
-0.270759938,-0.31641329
0.216080876,0.24543641
0.168129715,0.08422461
-0.000228151,0.000269984
-0.258335584,-0.338287284
0.192734237,0.139658507
0.362836957,0.249351196
-0.229985528,-0.239217235
0.293985735,0.098596142
-0.253772704,-0.224602138
-0.482006816,0.117980118
-0.329626901,-0.541549804
0.098596191,0.239557536
-0.042750481,0.096597163
0.78702662,0.483841643
-0.240627768,-0.099363905
0.054042128,-0.010893217
-0.289810015,0.112461753
-2.597925149,-1.872710787
0.132070527,0.222045745
1.523371352,0.8986234
-0.131112994,-0.376285443
0.187134154,-0.223885441
-0.035141401,-0.33580863
0.402545887,0.321851731
-0.89288735,-1.138875166
-0.134097873,-0.258225746
0.343246304,0.145897105
-0.476399931,0.265402465
-0.426789176,-0.618649381
0.487341724,-0.171652213
0.766393985,0.577398873
0.356119574,0.155751277
-0.48218236,0.363588748
-0.424899742,-0.486686186
-0.118629946,0.41904764
-0.452786949,0.031691792
0.298944673,-0.057389116
-1.343308434,0.136270888
0.361209194,1.005805002
-0.073129038,-0.019875117
0.921583543,0.594880826
0.133535135,0.013222907
-0.016430214,-0.00506982
-0.508437394,-0.622357398
-0.395823182,0.068425687
-0.051762348,0.032351854
-0.058446976,-0.197900996
1.288240299,0.65400817
0.662999212,0.92274939
-0.489669472,-0.173180726
0.208992988,0.248386797
0.099890457,0.147876231
-0.662690574,-0.59787236
0.049186278,-0.195240506
-0.04926636,0.018091954
0.174595595,0.144315603
-1.286220645,-0.56441847
-0.376406596,-0.661121196
0.075962936,0.104848703
-0.227369756,0.059968383
0.123421156,0.163471816
-0.252127014,0.29019635
0.108555881,0.210586664
0.238589961,0.163366169
0.754459447,0.376910853
0.013153545,-0.482583677
-0.353061521,-0.327200257
0.064962361,0.10564933
-0.097842216,0.405346208
-0.280619766,-0.205460104
0.479645397,0.359247001
0.817904525,1.027659481
-0.271625099,0.009178232
-0.438352391,-0.060340217
-0.23257,0.059845647
-0.195475431,-0.141286685
0.393361261,0.556224452
0.430399531,0.151224532
-0.243284695,0.825833564
0.087409283,-0.181410164
0.405215431,-0.051543062
-0.935111898,-0.264731725
0.091029516,0.162516157
-0.032431078,-0.19405453
-1.002233811,-0.459354211
0.012495427,-0.05876432
-0.333922916,-0.39971816
0.214907228,1.334583328
-0.89996527,-0.497342222
-1.168956623,-0.808106681
0.162000749,0.09746777
1.690263851,0.748464119
-0.652808488,-0.148980883
-0.120982465,-0.008645842
0.080138825,-0.073379636
-0.045629972,0.037809182
-0.178962752,0.104296067
0.145636165,0.198864226
-1.07742694,-1.050671637
-0.404997122,-0.104690046
1.399413053,0.854476387
0.220792127,0.219395503
-0.335618454,-1.976687229
-0.028457653,-0.271378063
0.118418584,0.001072648
0.094137574,-0.242012812
0.023009216,0.007310017
-0.170907328,-0.028845835
-1.498624549,-0.091963834
-0.594162371,-0.876844015
0.103051984,0.393665331
0.0097256,0.176741867
-0.188483127,-0.529664149
0.524831637,0.208408023
0.979076474,0.823360262
1.117739339,0.419835431
0.395410068,0.055472708
-0.794520926,-0.903174661
0.034499256,-0.123231209
0.083990034,-0.237092622
-0.309696175,-0.430752675
0.114372195,-0.017424674
